Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close
VRTX.OQ,2021-10-01,3.56,3.08133,15.535,5.79360211337312,47057716387.66,1984164000.0,40610086387.66,21,2.07692,1.92593,1.527139,851928000.0,257.95455,181.39
DXCM.OQ,2022-10-01,0.28,0.24177,15.813,7.61053894196964,31104548000.0,769600000.0,30761848000.0,17,1.63158,1.57895,3.747421,101200000.0,114.47059,80.54
DXCM.OQ,2022-07-01,0.17,0.18968,-10.375,15.8688317165753,29260478000.0,696200000.0,28534278000.0,17,1.57895,1.52632,3.092855,50900000.0,103.98438,74.53
DXCM.OQ,2022-04-01,0.08,0.13031,-38.608,22.8378482081191,50201227322.8,628800000.0,49540527322.8,18,1.52632,1.55,2.325202,97300000.0,139.41177,127.9
DXCM.OQ,2022-01-01,0.17,0.21229,-19.922,12.2568185029912,52042286156.3,698200000.0,51349886156.3,19,1.55,1.72727,1.515266,-5300000.0,145.98611,134.2375
DXCM.OQ,2021-10-01,0.2225,0.15948,39.52,10.9982442939554,52908104000.86,650200000.0,51971504000.86,22,1.72727,1.63636,1.527139,87300000.0,144.65,136.715
PEP.OQ,2022-10-01,1.97,1.84412,6.826,1.52321974708804,235525279477.04,21971000000.0,268186279477.04,17,2.47826,2.47826,3.747421,2810000000.0,182.825,163.26
PEP.OQ,2022-07-01,1.86,1.73647,7.114,2.03285976722892,224713732008.68,20225000000.0,258421732008.68,17,2.47826,2.41667,3.092855,1446000000.0,182.1579,166.66
PEP.OQ,2022-04-01,1.29,1.23328,4.599,1.5276336274001,225179039594.0,16200000000.0,258442039594.0,18,2.41667,2.33333,2.325202,4273000000.0,182.095,167.38
PEP.OQ,2022-01-01,1.53,1.51606,0.92,1.81984881864834,234746816662.54,25248000000.0,269200816662.54,18,2.33333,2.34783,1.515266,1341000000.0,177.3,173.71
PEP.OQ,2021-10-01,1.79,1.73339,3.266,1.25765119217256,217116438438.04,20189000000.0,251641438438.04,18,2.34783,2.30435,1.527139,2433000000.0,166.37619,150.41
AOS.N,2022-10-01,0.69,0.69215,-0.311,1.29451708444701,7503088260.78,874200000.0,7373788260.78,13,2.73333,2.6,3.747421,109800000.0,58.55556,48.58
AOS.N,2022-07-01,0.82,0.80669,1.65,2.06522951815443,8530458166.88,965900000.0,8369458166.88,13,2.6,2.64286,3.092855,126200000.0,66.2,54.68
AOS.N,2022-04-01,0.77,0.74677,3.111,4.67881677089331,10032198447.76,977700000.0,9748198447.76,13,2.64286,2.6,2.325202,119800000.0,73.33333,63.89
AOS.N,2022-01-01,0.87,0.76846,13.213,2.96957551466569,13664066456.7,995500000.0,13229366456.7,13,2.6,2.64286,1.515266,139600000.0,84.22222,85.85
AOS.N,2021-10-01,0.79,0.67975,16.219,3.48804707613093,9721021773.43,914600000.0,9142221773.43,12,2.64286,2.71429,1.527139,131600000.0,75.125,61.07
BLK.N,2022-10-01,9.55,7.0692,35.093,7.50169750466814,82796153971.64,4311000000.0,83545153971.64,10,2.0,1.92308,3.747421,1361000000.0,633.90909,550.28
BLK.N,2022-07-01,7.36,7.8982,-6.814,4.39745764857816,91944610971.28,4526000000.0,93314610971.28,10,1.92308,1.76923,3.092855,963000000.0,709.5,609.04
BLK.N,2022-04-01,9.52,8.74882,8.815,4.12089858975268,115944180790.46,4699000000.0,117482180790.46,11,1.76923,1.78571,2.325202,1363000000.0,879.8,764.17
BLK.N,2022-01-01,10.42,10.1639,2.52,3.12045573057586,139089290574.12,5106000000.0,138412290574.12,11,1.78571,1.91667,1.515266,1632000000.0,1019.54546,915.56
BLK.N,2021-10-01,10.95,9.34656,17.155,3.25199859627499,127466452326.44,5050000000.0,128128452326.44,10,1.91667,1.92857,1.527139,1753000000.0,972.63636,838.66
HII.N,2022-10-01,3.44,3.4202,0.579,5.79088942167125,8837850000.0,2626000000.0,11724850000.0,10,2.69231,2.81818,3.747421,138000000.0,253.54546,221.5
HII.N,2022-07-01,4.44,3.34625,32.686,4.02868883078072,8712800000.0,2662000000.0,11439800000.0,9,2.81818,2.61539,3.092855,178000000.0,233.5,217.82
HII.N,2022-04-01,3.5,3.19,9.718,6.03166144200627,7990962480.0,2576000000.0,10860962480.0,11,2.61539,2.69231,2.325202,140000000.0,233.1,199.44
HII.N,2022-01-01,2.99,2.97333,0.561,7.14518738249707,7480990766.52,2677000000.0,10151990766.52,11,2.69231,2.66667,1.515266,120000000.0,220.18182,186.74
HII.N,2021-10-01,3.65,2.98889,22.119,9.84244987269522,7734176273.88,2338000000.0,10500176273.88,11,2.66667,2.69231,1.527139,147000000.0,225.4,193.06
CVS.N,2022-10-01,2.09,1.99229,4.904,1.96758504033047,125204483323.59,81159000000.0,157754483323.59,22,2.10714,2.2,3.747421,-3409000000.0,118.69565,95.37
CVS.N,2022-07-01,2.4,2.17378,10.407,2.57063732300417,121505898796.84,80636000000.0,161650898796.84,23,2.2,2.17241,3.092855,2961000000.0,118.16923,92.66
CVS.N,2022-04-01,2.22,2.1539,3.069,4.47606666976183,132908332757.64,76826000000.0,178156332757.64,21,2.17241,2.09677,2.325202,2313000000.0,117.25417,101.21
CVS.N,2022-01-01,1.98,1.92987,2.598,0.472052521672444,,76604000000.0,,22,2.09677,2.0,1.515266,1296000000.0,115.19259,103.16
CVS.N,2021-10-01,1.97,1.77777,10.813,3.74570388745451,111979112775.84,73794000000.0,157841112775.84,23,2.0,2.03226,1.527139,1587000000.0,100.89286,84.86
PH.N,2022-10-01,4.74,4.16529,13.798,1.37445411964113,31113992678.61,4232775000.0,44567041678.61,16,2.09091,2.0,3.747421,388037000.0,323.0,242.31
PH.N,2022-07-01,5.16,4.67406,10.397,1.36669191238452,31585932568.4,4187832000.0,42514315568.4,16,2.0,2.0,3.092855,128906000.0,321.1875,246.05
PH.N,2022-04-01,4.83,4.64944,3.884,1.6879452149076,36426840990.08,4086387000.0,44087075990.08,16,2.0,2.0,2.325202,348088000.0,349.5,283.76
PH.N,2022-01-01,4.46,3.91181,14.014,2.59087225606561,40871304928.08,3824580000.0,48846688928.08,16,2.0,2.05556,1.515266,387729000.0,377.58824,318.12
PH.N,2021-10-01,4.26,3.6838,15.642,2.51913784678864,35935351157.86,3762809000.0,41997923157.86,15,2.05556,2.11111,1.527139,451463000.0,357.9375,279.62
NSC.N,2022-10-01,4.1,3.63569,12.771,4.52211272138164,49241260932.15,3343000000.0,63095260932.15,26,2.55172,2.39286,3.747421,958000000.0,241.8,209.65
NSC.N,2022-07-01,3.45,3.46832,-0.528,2.29678922360105,53384432135.79,3250000000.0,67179432135.79,25,2.39286,2.39286,3.092855,819000000.0,266.0,227.29
NSC.N,2022-04-01,2.93,2.9184,0.398,2.1960663377193,67977199643.08,2915000000.0,81250199643.08,25,2.39286,2.39286,2.325202,703000000.0,304.08696,285.22
NSC.N,2022-01-01,3.12,3.03796,2.701,1.52437820116131,72446093774.39,2852000000.0,85447093774.39,25,2.39286,2.33333,1.515266,760000000.0,310.52174,297.71
NSC.N,2021-10-01,3.06,2.90883,5.197,2.9609843132806,58220173778.25,2852000000.0,70587173778.25,25,2.33333,2.32143,1.527139,753000000.0,294.70833,239.25
MSFT.OQ,2022-10-01,2.35,2.30275,2.052,1.57420475518402,1736735300000.0,50122000000.0,1692725300000.0,34,1.71154,1.69231,3.747421,17556000000.0,322.92046,232.9
MSFT.OQ,2022-07-01,2.23,2.29273,-2.736,1.11395585175751,1916979120000.0,51865000000.0,1876905120000.0,32,1.69231,1.65385,3.092855,16740000000.0,344.31761,256.83
MSFT.OQ,2022-04-01,2.22,2.18514,1.595,1.33538354521907,2311358888416.68,49360000000.0,2256591888416.68,31,1.65385,1.65306,2.325202,16728000000.0,368.2187,308.31
MSFT.OQ,2022-01-01,2.48,2.31228,7.253,1.62912796028163,2525083982926.08,51728000000.0,2467167982926.08,31,1.65306,1.63415,1.515266,18765000000.0,371.635,336.32
MSFT.OQ,2021-10-01,2.27,2.07482,9.407,1.75822480986302,2116626420348.16,45317000000.0,2052847420348.16,28,1.63415,1.61539,1.527139,20505000000.0,341.25972,281.92
HWM.N,2022-10-01,0.36,0.358,0.559,2.08938547486034,12795883154.28,1433000000.0,16568883154.28,15,1.875,1.93333,3.747421,80000000.0,41.53846,30.93
HWM.N,2022-07-01,0.35,0.32769,6.808,2.12701028410998,13092945568.75,1393000000.0,16780945568.75,13,1.93333,2.0,3.092855,147000000.0,42.0,31.45
HWM.N,2022-04-01,0.31,0.29308,5.773,2.80128292616351,15009353512.56,1324000000.0,18775353512.56,13,2.0,2.0,2.325202,131000000.0,41.3,35.94
HWM.N,2022-01-01,0.3,0.28833,4.047,2.3826865050463,13422453558.96,1285000000.0,16989453558.96,12,2.0,2.08333,1.515266,77000000.0,39.45455,31.83
HWM.N,2021-10-01,0.27,0.253,6.719,2.5296442687747,13359212224.8,1283000000.0,16976212224.8,10,2.08333,2.0,1.527139,27000000.0,38.55556,31.2
BAX.N,2022-10-01,0.82,0.815,0.614,2.39877300613497,27124473486.92,3773000000.0,41999473486.92,14,2.23529,2.13333,3.747421,-2934000000.0,64.66667,53.86
BAX.N,2022-07-01,0.87,0.87325,-0.372,1.35241912396221,32341646987.94,3746000000.0,47219646987.94,12,2.13333,2.0,3.092855,255000000.0,76.76923,64.23
BAX.N,2022-04-01,0.93,0.80146,16.038,2.17602874753575,39017895380.0,3707000000.0,,14,2.0,2.11111,2.325202,73000000.0,93.26667,77.54
BAX.N,2022-01-01,1.04,1.02887,1.082,2.72823583154334,42979524975.44,3514000000.0,57732524975.44,15,2.11111,2.17647,1.515266,242000000.0,97.0,85.84
BAX.N,2021-10-01,1.02,0.93794,8.749,0.772970552487366,40207781809.65,3226000000.0,42950781809.65,16,2.17647,2.16667,1.527139,452000000.0,94.2,80.43
HUM.N,2022-10-01,6.88,6.28322,9.498,1.40214730663577,61425208290.42,22748000000.0,58764208290.42,21,1.92,2.03704,3.747421,1190000000.0,576.31818,485.19
HUM.N,2022-07-01,8.67,7.6691,13.051,2.31735144932261,59235989422.86,23724000000.0,67324989422.86,22,2.03704,2.0,3.092855,695000000.0,516.86957,468.07
HUM.N,2022-04-01,8.04,6.78335,18.526,2.56068166908681,55046133748.34,24079000000.0,63497133748.34,20,2.0,2.11111,2.325202,934000000.0,501.90476,435.17
HUM.N,2022-01-01,1.24,1.15496,7.363,12.4835492138256,59621916223.26,21198000000.0,69070916223.26,22,2.11111,2.03571,1.515266,-9000000.0,488.0,463.86
HUM.N,2021-10-01,4.83,4.65636,3.729,3.32534426032351,50019119342.65,20871000000.0,58238119342.65,23,2.03571,2.08,1.527139,1516000000.0,493.41667,389.15
ZBH.N,2022-10-01,1.58,1.555,1.608,1.99871382636656,21936633743.4,1669800000.0,27111933743.4,26,2.82759,2.7037,3.747421,194200000.0,124.0,104.55
ZBH.N,2022-07-01,1.82,1.64548,10.606,2.27350074142499,22018196075.82,1781800000.0,27661896075.82,23,2.7037,2.64286,3.092855,154000000.0,127.7,105.06
ZBH.N,2022-04-01,1.61,1.40835,14.318,3.7639791245074,26772284823.2,1663200000.0,32643184823.2,25,2.64286,2.41379,2.325202,73200000.0,132.13636,127.9
ZBH.N,2022-01-01,1.95,1.97763,-1.397,1.83654171912845,26539673336.32,2037900000.0,33135673336.32,27,2.41379,1.9,1.515266,-82200000.0,142.54167,123.24442592
ZBH.N,2021-10-01,1.81,1.75689,3.023,3.27908975519241,30565894994.56,1924000000.0,37155694994.56,28,1.9,1.7931,1.527139,162400000.0,175.26923,141.98720228
TDY.N,2022-10-01,4.54,4.29433,5.721,0.802453467712076,15815411073.21,1363600000.0,19254511073.21,7,2.125,2.125,3.747421,178200000.0,483.57143,337.47
TDY.N,2022-07-01,4.43,4.38143,1.109,0.840136667708944,17782952664.02,1355800000.0,21449852664.02,7,2.125,2.0,3.092855,171300000.0,513.28571,375.11
TDY.N,2022-04-01,4.27,3.9675,7.624,7.8356647763075,22384489371.3,1321000000.0,26231989371.3,8,2.0,2.0,2.325202,212600000.0,533.75,472.63
TDY.N,2022-01-01,4.56,4.21625,8.153,1.83314556774385,20383179842.64,1375700000.0,24007879842.64,9,2.0,1.71429,1.515266,161800000.0,539.375,436.89
TDY.N,2021-10-01,4.34,3.68571,17.752,2.44783230368097,20366169984.18,1311900000.0,24256069984.18,8,1.71429,1.71429,1.527139,134100000.0,528.28571,429.58
GILD.OQ,2022-10-01,1.9,1.42565,33.273,10.509592115877,77359260000.0,7042000000.0,96898260000.0,23,2.51613,2.58065,3.747421,1786000000.0,73.27917,61.69
GILD.OQ,2022-07-01,1.58,1.51626,4.204,6.99286402068247,77509740000.0,6260000000.0,98041740000.0,23,2.58065,2.46667,3.092855,1135000000.0,69.52,61.81
GILD.OQ,2022-04-01,2.12,1.80729,17.303,8.6366880799429,74656534831.45,6590000000.0,95527534831.45,21,2.46667,2.41936,2.325202,12000000.0,70.22917,59.45
GILD.OQ,2022-01-01,0.69,1.59252,-56.672,13.6249466254741,91080787532.42,7244000000.0,111250787532.42,22,2.41936,2.41379,1.515266,376000000.0,76.28,72.61
GILD.OQ,2021-10-01,2.65,1.7492,51.498,8.84461468099703,87578589384.0,7421000000.0,109527589384.0,20,2.41379,2.35484,1.527139,2586000000.0,75.9,69.85
EPAM.N,2022-10-01,3.1,2.53023,22.519,3.08430458891089,20826649380.0,1226920000.0,19316300380.0,13,1.72222,1.6,3.747421,156054000.0,437.8125,362.19
EPAM.N,2022-07-01,2.38,1.72146,38.255,2.71862256456729,16906517340.0,1194861000.0,15591476340.0,13,1.6,1.8125,3.092855,18604000.0,476.61539,294.78
EPAM.N,2022-04-01,2.49,1.76829,40.814,29.2536857642129,16870743452.79,1171614000.0,15636385452.79,14,1.8125,1.82353,2.325202,89719000.0,460.30769,296.61
EPAM.N,2022-01-01,2.76,2.51243,9.854,1.54750580115665,38000714050.0,1107464000.0,36609061050.0,15,1.82353,1.8125,1.515266,142279000.0,712.21429,668.45
EPAM.N,2021-10-01,2.42,2.2202,8.999,1.33411404377984,32306547102.72,988539000.0,31064957102.72,15,1.8125,1.88235,1.527139,115656000.0,738.93333,570.48
CMA.N,2022-10-01,2.6,2.56811,1.242,2.25185058272426,9301285647.0,985000000.0,11484285647.0,19,2.18182,2.21739,3.747421,351000000.0,89.38158,71.1
CMA.N,2022-07-01,1.92,1.7818,7.756,4.11718486923336,9596439448.08,829000000.0,10989439448.08,20,2.21739,2.33333,3.092855,261000000.0,92.5125,73.38
CMA.N,2022-04-01,1.37,1.37819,-0.594,3.79410676321842,11854350688.85,700000000.0,13464350688.85,21,2.33333,2.66667,2.325202,189000000.0,103.15952,90.43
CMA.N,2022-01-01,1.66,1.58338,4.839,3.84051838472129,11409933768.0,750000000.0,13363933768.0,21,2.66667,2.76,1.515266,228000000.0,102.29091,87.0
CMA.N,2021-10-01,1.9,1.64046,15.821,6.19277519720079,10546013831.5,755000000.0,12727013831.5,23,2.76,2.91667,1.527139,262000000.0,85.61304,80.5
NOC.N,2022-10-01,5.89,6.11178,-3.629,1.75971648194143,72473328289.92,8971000000.0,83679328289.92,18,2.22727,2.33333,3.747421,915000000.0,526.0,470.32
NOC.N,2022-07-01,6.39,6.10286,4.705,2.62417948306204,74119367683.21,8801000000.0,85798367683.21,15,2.33333,2.4,3.092855,946000000.0,492.875,478.57
NOC.N,2022-04-01,6.1,5.96177,2.319,1.56748750790453,69579208071.42,8797000000.0,80237208071.42,17,2.4,2.35,2.325202,955000000.0,466.875,447.22
NOC.N,2022-01-01,6.0,5.96059,0.661,1.96876483703794,61365165476.01,8639000000.0,70618165476.01,17,2.35,2.05263,1.515266,2710000000.0,410.375,387.07
NOC.N,2021-10-01,6.63,5.99133,10.66,2.59775375417478,57177948822.75,8720000000.0,65902948822.75,16,2.05263,2.09524,1.527139,1063000000.0,412.88235,360.15
PNW.N,2022-07-01,1.45,1.31573,10.205,6.59101791400971,8262639335.2,1061669000.0,16128989335.2,11,3.375,3.375,3.747421,168618000.0,70.57143,64.51
PNW.N,2022-04-01,0.15,0.05992,150.334,125.267022696929,8825015403.6,783531000.0,16420187403.6,12,3.375,3.13333,3.092855,21262000.0,73.07143,73.12
PNW.N,2022-01-01,0.24,0.0568,322.535,34.6830985915493,,798857000.0,15424906715.57,12,3.13333,3.07143,2.325202,-4668000.0,67.84615,78.1
PNW.N,2021-10-01,3.0,2.785,7.72,1.51274685816876,8161165147.68,1308254000.0,15295204147.68,13,3.07143,2.71429,1.515266,344104000.0,70.38462,70.59
PNW.N,2021-07-01,1.91,1.6475,15.933,6.96570561456753,9242196355.14,1000249000.0,16315952355.14,12,2.71429,2.53333,1.527139,219436000.0,84.15385,72.36
BFb.N,2022-07-01,0.52,0.47192,10.188,4.83768435328022,35250716144.96,1007000000.0,36599716144.96,13,3.17647,3.16667,3.747421,249000000.0,72.24286,66.57
BFb.N,2022-04-01,0.31,0.26821,15.581,14.9509712538682,31452532305.84,996000000.0,32853532305.84,14,3.16667,3.16667,3.092855,151000000.0,71.43333,70.16
BFb.N,2022-01-01,0.54,0.47543,13.581,4.99127105988263,31478873395.14,1037000000.0,32993873395.14,14,3.16667,3.35294,2.325202,259000000.0,72.36429,67.02
BFb.N,2021-10-01,0.49,0.52586,-6.819,3.71391625147378,31856442809.0,994000000.0,33133442809.0,14,3.35294,3.25,1.515266,236000000.0,72.20714,72.86
BFb.N,2021-07-01,0.4,0.39307,1.763,8.34456966952451,33276839075.26,906000000.0,34605839075.26,14,3.25,3.3125,1.527139,192000000.0,71.77857,66.09765885
DE.N,2022-10-01,7.44,7.10825,4.667,2.48739141138818,119777120165.5,14351000000.0,166997120165.5,21,2.14286,2.14286,3.747421,2242000000.0,432.34783,333.89
DE.N,2022-07-01,6.16,6.68716,-7.883,3.00127408346742,104888049916.96,13000000000.0,151855049916.96,22,2.14286,2.25926,3.092855,1885000000.0,391.54546,299.47
DE.N,2022-04-01,6.81,6.7065,1.543,5.40594945202415,115826422658.85,12034000000.0,160916422658.85,21,2.25926,2.23077,2.325202,2091000000.0,429.11429,415.46
DE.N,2022-01-01,2.92,2.26472,28.934,17.2683598855488,115200803749.89,8531000000.0,158042803749.89,19,2.23077,2.2,1.515266,901000000.0,422.45,342.89
DE.N,2021-10-01,4.12,3.89906,5.667,6.98988987089196,106137144534.18,10276000000.0,146535144534.18,18,2.2,2.16667,1.527139,1283000000.0,404.075,335.07
HSY.N,2022-10-01,2.17,2.10256,3.208,2.60206605281181,45192696591.63,2728153000.0,49751698591.63,18,2.54546,2.57143,3.747421,399487000.0,239.25,220.47
HSY.N,2022-07-01,1.8,1.68994,6.513,1.8769897156112,45438626766.0,2372582000.0,50106865766.0,17,2.57143,2.54546,3.092855,315556000.0,232.36842,215.16
HSY.N,2022-04-01,2.53,2.09833,20.572,2.05401438286638,44966575822.69,2666221000.0,49596103822.69,18,2.54546,2.61905,2.325202,533478000.0,224.31579,216.63
HSY.N,2022-01-01,1.69,1.61506,4.64,2.25997795747526,39855541256.16,2326128000.0,44558733256.16,16,2.61905,2.6,1.515266,339791000.0,203.43889,193.47
HSY.N,2021-10-01,2.1,2.0084,4.561,4.11770563632742,35187433324.32,2359839000.0,39032634324.32,15,2.6,2.44444,1.527139,444927000.0,188.77778,169.25
GL.N,2022-10-01,2.15,2.10067,2.348,2.2588031437589,9714519547.6,1291273000.0,11691217547.6,10,2.5,2.66667,3.747421,186779000.0,116.88889,99.7
GL.N,2022-07-01,2.07,2.05363,0.797,1.4194377760356,9610503206.94,1292608000.0,11560515206.94,8,2.66667,3.0,3.092855,177004000.0,112.5,97.47
GL.N,2022-04-01,1.7,1.721,-1.22,6.67286461359675,9946775404.2,1308356000.0,11888084404.2,10,3.0,3.0,2.325202,164361000.0,107.11111,100.6
GL.N,2022-01-01,1.7,1.76278,-3.561,2.48414436288136,9463772967.0,1297360000.0,11397747967.0,9,3.0,2.85714,1.515266,177953000.0,106.77778,93.72
GL.N,2021-10-01,1.78,1.88757,-5.699,3.42662788664791,9056185730.24,1287152000.0,10899647730.24,8,2.85714,2.85714,1.527139,188871000.0,107.0,89.03
SLB.N,2022-10-01,0.63,0.55138,14.259,1.70118611483913,50906200000.0,7477000000.0,60960200000.0,24,1.74194,1.86667,3.747421,919000000.0,50.71379,35.9
SLB.N,2022-07-01,0.5,0.39968,25.1,1.95656525220176,50578524320.64,6773000000.0,61909524320.64,23,1.86667,1.87097,3.092855,970000000.0,48.83462,35.76
SLB.N,2022-04-01,0.34,0.32523,4.541,2.46902192294684,58390061723.55,5962000000.0,70119061723.55,24,1.87097,1.875,2.325202,520000000.0,48.13704,41.31
SLB.N,2022-01-01,0.41,0.38904,5.388,2.91486736582357,42031281465.75,6225000000.0,53369281465.75,25,1.875,1.90323,1.515266,611000000.0,40.72143,29.95
SLB.N,2021-10-01,0.36,0.35589,1.155,3.4505043693276,41574029849.04,5847000000.0,54330029849.04,26,1.90323,2.11539,1.527139,562000000.0,37.42857,29.64
AWK.N,2022-10-01,1.63,1.513,7.733,2.94183740912095,23661327325.68,1082000000.0,35426327325.68,10,2.53333,2.6875,3.747421,297000000.0,155.58333,130.16
AWK.N,2022-07-01,1.2,1.15667,3.746,2.57722600223054,27044198485.92,937000000.0,38597198485.92,12,2.6875,2.8125,3.092855,218000000.0,161.16667,148.77
AWK.N,2022-04-01,0.87,0.7676,13.34,3.23345492443981,30085501422.33,842000000.0,40738501422.33,11,2.8125,2.875,2.325202,158000000.0,167.69231,165.53
AWK.N,2022-01-01,0.59,0.85333,-30.859,3.14884042515791,34285219087.28,951000000.0,45154219087.28,12,2.875,2.625,1.515266,645000000.0,174.69231,188.86
AWK.N,2021-10-01,1.53,1.52833,0.109,1.7070920547264,30680036508.8,1092000000.0,41694036508.8,13,2.625,2.4375,1.527139,278000000.0,178.53333,169.04
PKG.N,2022-10-01,2.83,2.813,0.604,2.11837895485247,10526056627.41,2125900000.0,12285856627.41,10,2.76923,2.53846,3.747421,262500000.0,132.6,112.29
PKG.N,2022-07-01,3.23,2.8538,13.182,1.05473403882543,12883911150.0,2237300000.0,14620411150.0,10,2.53846,2.53846,3.092855,301500000.0,155.2,137.5
PKG.N,2022-04-01,2.72,2.515,8.151,2.9662027833002,14628102559.65,2136400000.0,16404202559.65,10,2.53846,2.76923,2.325202,254200000.0,161.9,156.11
PKG.N,2022-01-01,2.76,2.0683,33.443,2.17134845041822,12932992790.9,2043100000.0,14714092790.9,10,2.76923,2.75,1.515266,216500000.0,141.55556,136.15
PKG.N,2021-10-01,2.69,2.3414,14.889,2.26104040317759,13055530879.04,2000100000.0,14448330879.04,10,2.75,2.76923,1.527139,250700000.0,143.88889,137.44
FLT.N,2022-10-01,4.24,4.1832,1.358,1.31980302161025,13215100636.31,893000000.0,19118766636.31,16,2.27778,2.1579,3.747421,248885000.0,240.57143,176.17
FLT.N,2022-07-01,4.17,3.82418,9.043,5.18673284207333,16250079269.98,861278000.0,21702672269.98,17,2.1579,2.1579,3.092855,262171000.0,282.5,210.11
FLT.N,2022-04-01,3.65,3.53129,3.362,1.20862347753937,19250272047.3,789241000.0,24295385047.3,17,2.1579,2.16667,2.325202,217952000.0,296.6,249.06
FLT.N,2022-01-01,3.72,3.59631,3.439,2.04709827573263,18175493952.48,802255000.0,22633133952.48,16,2.16667,2.16667,1.515266,225004000.0,293.6,223.84
FLT.N,2021-10-01,3.52,3.48106,1.119,1.31827661689256,21581974513.35,755477000.0,26002352513.35,18,2.16667,2.1579,1.527139,234007000.0,309.625,261.27
ADI.OQ,2022-10-01,2.73,2.582,5.732,1.62703330751356,74517801011.28,3247716000.0,79595854011.28,25,2.0,1.89286,3.747421,936226000.0,190.75769,139.34
ADI.OQ,2022-07-01,2.52,2.43155,3.638,1.22678949641175,89385844574.88,3109880000.0,94113723574.88,23,1.89286,1.89286,3.092855,748985000.0,194.00417,146.09
ADI.OQ,2022-04-01,2.4,2.10618,13.95,2.44328594896922,80789389769.4,2972064000.0,85304871769.4,23,1.89286,1.89286,2.325202,783273000.0,201.564,165.18
ADI.OQ,2022-01-01,1.94,1.77655,9.2,2.61518110945372,83402309596.67,2684293000.0,87865485596.67,25,1.89286,1.89655,1.515266,280077000.0,206.24,175.77
ADI.OQ,2021-10-01,1.73,1.70005,1.762,1.18349460309991,93061699422.12,2339568000.0,97853610422.12,24,1.89655,1.8,1.527139,75687000.0,204.48,167.48
MMC.N,2022-10-01,1.18,1.14388,3.158,2.12871979578277,74197130000.0,4770000000.0,84987130000.0,17,2.55556,2.55556,3.747421,552000000.0,175.2,149.29
MMC.N,2022-07-01,1.89,1.86347,1.424,1.74674129446677,77469750000.0,5379000000.0,88582750000.0,17,2.55556,2.58824,3.092855,978000000.0,177.8,155.25
MMC.N,2022-04-01,2.3,2.144,7.276,2.19263059701492,85671183616.78,5549000000.0,96861183616.78,16,2.58824,2.58824,2.325202,1086000000.0,179.30769,170.42
