Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise,Earnings Per Share – Coefficient of Variation,Market Capitalization,Revenue - Actual,Enterprise Value,Number of Analysts,Recommendation - Mean (1-5),Recommendation - Mean (1-5),"WACC Inflation Adjusted Risk Free Rate, (%)",Net Income after Tax,Price Target - Mean,Price Close
MCHP.OQ,2022-01-01,1.2,1.17276,2.323,0.947337903748422,48307044186.72,1757500000.0,55860044186.72,22,2.11111,2.11539,1.515266,352800000.0,97.6,87.06
MCHP.OQ,2021-10-01,1.07,1.06029,0.916,0.758283111224288,42062425846.79,1649800000.0,50007725846.79,22,2.11539,2.0,1.527139,242000000.0,92.98,76.745
CAT.N,2022-10-01,3.95,3.15895,25.042,4.34068282182371,85388766968.4,14994000000.0,115598766968.4,22,2.56667,2.51613,3.747421,2031000000.0,211.875,164.08
CAT.N,2022-07-01,3.18,3.00996,5.649,3.21100612632726,94369038402.68,14247000000.0,125349038402.68,22,2.51613,2.4375,3.092855,1669000000.0,218.08,178.76
CAT.N,2022-04-01,2.88,2.59982,10.777,4.42761421944596,118841761138.1,13589000000.0,149931761138.1,22,2.4375,2.46667,2.325202,1530000000.0,235.16,222.82
CAT.N,2022-01-01,2.69,2.25876,19.092,7.02774973879474,110789495663.74,13798000000.0,139356495663.74,21,2.46667,2.55172,1.515266,2097000000.0,231.3125,206.74
CAT.N,2021-10-01,2.66,2.20414,20.682,6.1039679875144,103844558952.0,12397000000.0,131212558952.0,21,2.55172,2.62963,1.527139,1407000000.0,224.54348,191.97
PG.N,2022-10-01,1.57,1.54188,1.824,2.37307702285522,299174625000.0,20612000000.0,326560625000.0,17,2.44,2.4,3.747421,3963000000.0,148.66727,126.25
PG.N,2022-07-01,1.21,1.22228,-1.005,2.10753673462709,344218881000.0,19515000000.0,369605881000.0,18,2.4,2.44444,3.092855,3058000000.0,157.56591,143.79
PG.N,2022-04-01,1.33,1.2939,2.79,2.068166009738,366612557304.8,19381000000.0,392869557304.8,19,2.44444,2.44,2.325202,3367000000.0,166.1587,152.8
PG.N,2022-01-01,1.66,1.65337,0.401,1.77879119616299,392112008187.48,20953000000.0,417352008187.48,19,2.44,2.43478,1.515266,4242000000.0,163.54286,163.58
PG.N,2021-10-01,1.61,1.59063,1.218,1.41767727252724,338308705096.2,20338000000.0,361641705096.2,17,2.43478,2.5,1.527139,4126000000.0,153.77273,139.8
ZTS.N,2022-10-01,1.21,1.23558,-2.07,3.1912138428916,69420268248.72,2002000000.0,73479268248.72,13,1.8125,1.8125,3.747421,528000000.0,217.36364,148.29
ZTS.N,2022-07-01,1.2,1.21833,-1.505,3.29713624387481,80896359507.95,2052000000.0,84821359507.95,13,1.8125,1.75,3.092855,529000000.0,228.27273,171.89
ZTS.N,2022-04-01,1.32,1.23273,7.08,4.29372206403673,88873134812.44,1986000000.0,92319134812.44,12,1.75,1.76471,2.325202,594000000.0,245.27273,188.59
ZTS.N,2022-01-01,1.0,0.96015,4.15,2.29755767328022,115456894342.66,1967000000.0,118567894342.66,13,1.76471,1.70588,1.515266,413000000.0,248.16667,244.03
ZTS.N,2021-10-01,1.25,1.10431,13.193,4.87634812688466,91852647083.08,1990000000.0,95174647083.08,14,1.70588,1.70588,1.527139,552000000.0,232.08333,194.14
STE.N,2022-10-01,1.99,1.984,0.302,2.02016129032258,16630434172.92,1200517000.0,19408501172.92,6,1.83333,1.66667,3.29282453331443,-315231000.0,230.0,166.28
STE.N,2022-07-01,1.9,1.91517,-0.792,2.37942323657952,20631498390.65,1156491000.0,23324197390.65,6,1.66667,1.6,2.91936963920711,110755000.0,259.83333,206.15
STE.N,2022-04-01,2.04,2.0222,0.88,0.669567797448324,24207754111.08,1210686000.0,26960071111.08,5,1.6,1.75,2.14571187856126,52053000.0,263.8,241.77
STE.N,2022-01-01,2.12,1.962,8.053,0.988277268093782,24346598916.82,1208971000.0,27303178916.82,5,1.75,1.6,1.29346942920754,143094000.0,260.0,243.41
STE.N,2021-10-01,1.99,1.82,9.341,3.06923076923077,20378756467.48,1196985000.0,23447930467.48,5,1.6,1.6,1.32963714211419,69625000.0,249.6,204.28
BKR.OQ,2022-10-01,0.26,0.24405,6.536,7.4820733456259,21148640000.0,5369000000.0,24326640000.0,21,1.96154,1.96,3.747421,-9000000.0,33.24091,20.96
BKR.OQ,2022-07-01,0.11,0.22014,-50.032,12.5829017897701,29418530000.0,5047000000.0,32388530000.0,22,1.96,2.0,3.092855,-837000000.0,37.3,28.87
BKR.OQ,2022-04-01,0.15,0.19543,-23.246,10.7353016425319,37357776949.57,4835000000.0,39937776949.57,22,2.0,2.06667,2.325202,80000000.0,39.53636,36.41
BKR.OQ,2022-01-01,0.25,0.28,-10.714,20.4464285714286,24940932094.14,5519000000.0,26912932094.14,25,2.06667,2.0,1.515266,336000000.0,30.8,24.06
BKR.OQ,2021-10-01,0.16,0.21184,-24.471,19.4816842900302,25781371788.79,5093000000.0,28358371788.79,26,2.0,1.96296,1.527139,16000000.0,29.11071,24.73
AFL.N,2022-10-01,1.15,1.21454,-5.314,5.54942612017719,35513706063.6,4820000000.0,40925706063.6,13,2.85714,2.85714,3.747421,1596000000.0,62.38462,56.2
AFL.N,2022-07-01,1.46,1.28408,13.7,2.57460594355492,35108323580.0,5400000000.0,40484323580.0,13,2.85714,2.85714,3.092855,1388000000.0,60.76923,55.33
AFL.N,2022-04-01,1.42,1.36792,3.807,3.45414936545997,41812806035.12,5272000000.0,47373806035.12,13,2.85714,2.86667,2.325202,1032000000.0,63.07692,64.39
AFL.N,2022-01-01,1.28,1.26764,0.975,3.95774825660282,38626632707.41,5433000000.0,43588632707.41,14,2.86667,2.72727,1.515266,1039000000.0,60.69231,58.39
AFL.N,2021-10-01,1.53,1.31936,15.965,4.31421295173417,34965746523.37,5237000000.0,39556746523.37,11,2.72727,2.91667,1.527139,888000000.0,58.3,52.13
CPB.N,2022-07-01,0.56,0.55956,0.079,2.53770819929945,14833406649.6,1987000000.0,19536406649.6,16,3.25,3.19048,3.747421,96000000.0,47.29412,47.12
CPB.N,2022-04-01,0.7,0.61369,14.064,2.67561798302074,14246439836.64,2130000000.0,18800439836.64,17,3.19048,3.05,3.092855,188000000.0,46.02778,48.05
CPB.N,2022-01-01,0.69,0.68875,0.182,4.09001814882033,13342848965.16,2209000000.0,18016848965.16,16,3.05,3.10526,2.325202,212000000.0,44.86111,44.57
CPB.N,2021-10-01,0.89,0.81071,9.78,3.33658151496836,12069232417.7,2236000000.0,17049232417.7,14,3.10526,3.11111,1.515266,261000000.0,44.73529,43.46
CPB.N,2021-07-01,0.55,0.47625,15.486,4.19737532808399,13249411055.36,1873000000.0,18240411055.36,16,3.11111,3.05556,1.527139,288000000.0,47.15294,41.81
PTC.OQ,2022-10-01,1.27,1.15229,10.215,4.35046733027276,12286983243.4,507925000.0,13365429243.4,14,1.94118,1.85714,3.747421,106837000.0,142.23077,104.6
PTC.OQ,2022-07-01,0.97,1.05554,-8.104,6.48009549614415,12439221884.96,462474000.0,13541979884.96,13,1.85714,1.85714,3.092855,70476000.0,143.27273,106.34
PTC.OQ,2022-04-01,1.39,1.13764,22.183,6.91782989346366,12598089799.08,505227000.0,13556934799.08,13,1.85714,1.9375,2.325202,89679000.0,146.54546,107.72
PTC.OQ,2022-01-01,0.95,1.04827,-9.374,16.1008137216557,14280181048.45,457721000.0,15424070048.45,15,1.9375,1.92857,1.515266,46089000.0,150.84615,121.15
PTC.OQ,2021-10-01,1.1,0.68492,60.603,13.5548677217777,14061163785.57,480656000.0,15174102785.57,14,1.92857,1.93333,1.527139,292943000.0,161.61539,119.79
FITB.OQ,2022-10-01,0.91,0.97753,-6.908,2.75592564934069,21935522280.0,2174000000.0,39158522280.0,19,2.0,2.0,3.747421,653000000.0,40.3,31.96
FITB.OQ,2022-07-01,0.76,0.87132,-12.776,2.39636413717119,23054707200.0,2018000000.0,40133707200.0,19,2.0,2.09091,3.092855,562000000.0,43.19474,33.6
FITB.OQ,2022-04-01,0.68,0.69342,-1.935,3.7091517406478,29511348273.6,1882000000.0,40144348273.6,19,2.09091,2.04546,2.325202,494000000.0,50.09474,43.04
FITB.OQ,2022-01-01,0.91,0.90116,0.981,3.76403746282569,29777629805.3,1991000000.0,41491629805.3,19,2.04546,1.95,1.515266,663000000.0,50.9415,43.55
FITB.OQ,2021-10-01,0.88,0.90883,-3.173,3.74987621447355,29274687600.0,2028000000.0,40472687600.0,18,1.95,1.95,1.527139,704000000.0,47.29474,42.44
MSI.N,2022-10-01,3.0,2.87927,4.193,0.791172762540505,37377261894.19,2373000000.0,42582261894.19,11,2.0,1.85714,3.747421,280000000.0,286.90909,223.97
MSI.N,2022-07-01,2.07,1.87046,10.668,1.64023823016798,35145751869.28,2140000000.0,40454751869.28,11,1.85714,1.92857,3.092855,229000000.0,275.0,209.6
MSI.N,2022-04-01,1.7,1.60727,5.769,5.46143460650669,39876110299.62,1892000000.0,44709110299.62,11,1.92857,1.92308,2.325202,268000000.0,272.4,242.2
MSI.N,2022-01-01,2.85,2.7377,4.102,1.2086788179859,45889447489.6,2320000000.0,49725447489.6,10,1.92308,2.0,1.515266,402000000.0,271.4,271.7
MSI.N,2021-10-01,2.35,2.12536,10.57,1.58655474837204,39674447026.0,2107000000.0,43729447026.0,11,2.0,1.84615,1.527139,308000000.0,260.90909,232.32
XEL.OQ,2022-10-01,1.18,1.22027,-3.3,4.54981274635941,35007445120.0,4082000000.0,59078445120.0,11,2.375,2.47059,3.747421,649000000.0,68.35714,64.0
XEL.OQ,2022-07-01,0.6,0.60236,-0.392,4.05903446443987,38539666375.84,3424000000.0,62267666375.84,12,2.47059,2.5,3.092855,328000000.0,74.82667,70.76
XEL.OQ,2022-04-01,0.7,0.67946,3.023,3.49247932181438,39298763370.37,3751000000.0,62661763370.37,13,2.5,2.47059,2.325202,380000000.0,76.29333,72.17
XEL.OQ,2022-01-01,0.58,0.57683,0.55,2.63162456876376,36468336089.0,3355000000.0,59762336089.0,12,2.47059,2.73333,1.515266,315000000.0,72.88571,67.7
XEL.OQ,2021-10-01,1.13,1.18046,-4.275,2.98697118072616,33652290687.5,3467000000.0,56441290687.5,11,2.73333,2.93333,1.527139,609000000.0,71.21429,62.5
HSIC.OQ,2022-10-01,1.09,1.13608,-4.056,3.78494472220266,9165966860.96,3067000000.0,11284966860.96,12,2.86667,2.93333,3.747421,159000000.0,82.0,65.77
HSIC.OQ,2022-07-01,1.16,1.16008,-0.007,13.1094407282256,10669944863.49,3030000000.0,12638944863.49,12,2.93333,2.73333,3.092855,162000000.0,85.63636,76.74
HSIC.OQ,2022-04-01,1.3,1.18808,9.42,4.58470810046462,12127507048.65,3179000000.0,14112507048.65,12,2.73333,2.73333,2.325202,182000000.0,90.81818,87.19
HSIC.OQ,2022-01-01,1.07,0.90692,17.982,3.78423675737662,10390873691.16,3330522000.0,12396802691.16,14,2.73333,2.58333,1.515266,149688000.0,86.63636,77.53
HSIC.OQ,2021-10-01,1.1,0.94909,15.901,6.00153831564973,10910039701.0,3178315000.0,12825685701.0,12,2.58333,2.6,1.527139,156807000.0,85.5,76.16
ITW.N,2022-10-01,2.35,2.25121,4.388,1.79725569804683,55493219366.35,4011000000.0,62348219366.35,19,3.0,2.90909,3.747421,727000000.0,198.11765,180.65
ITW.N,2022-07-01,2.37,2.20339,7.562,2.18481521655267,56428556465.25,4011000000.0,63190556465.25,18,2.90909,2.91304,3.092855,738000000.0,196.75,182.25
ITW.N,2022-04-01,2.11,2.06516,2.171,1.64442464506382,65216157499.2,3939000000.0,71779157499.2,19,2.91304,2.95652,2.325202,662000000.0,224.29412,209.4
ITW.N,2022-01-01,1.95,1.90335,2.451,3.76651693067486,77225030508.0,3679000000.0,83386030508.0,20,2.95652,2.95455,1.515266,609000000.0,245.29412,246.8
ITW.N,2021-10-01,1.96,2.0101,-2.492,4.2167056365355,64857174206.75,3556000000.0,70422174206.75,21,2.95455,2.95238,1.527139,639000000.0,236.16667,206.63
WST.N,2022-10-01,2.03,2.12,-4.245,1.61132075471698,18221728640.96,686900000.0,17702128640.96,6,2.125,2.14286,3.747421,112600000.0,364.83333,246.08
WST.N,2022-07-01,2.47,2.21333,11.596,2.37153971617427,22398244312.29,771300000.0,21931744312.29,6,2.14286,2.0,3.092855,183000000.0,374.0,302.37
WST.N,2022-04-01,2.3,2.12333,8.32,4.76939524237872,30537631110.99,720000000.0,30122431110.99,6,2.0,2.0,2.325202,166600000.0,423.0,410.71
WST.N,2022-01-01,2.04,1.915,6.527,0.839164490861619,34744127132.15,730800000.0,34234527132.15,6,2.0,2.0,1.515266,147700000.0,457.0,469.01
WST.N,2021-10-01,2.06,1.79667,14.657,2.52355747020877,31407081594.98,706500000.0,30973181594.98,6,2.0,2.0,1.527139,169100000.0,442.0,424.54
ALK.N,2022-10-01,2.53,2.39258,5.744,5.42134432286486,4965554975.85,2828000000.0,4025554975.85,12,1.84615,1.83333,3.747421,40000000.0,63.0,39.15
ALK.N,2022-07-01,2.19,1.96573,11.409,1.89140929832683,5076726185.25,2658000000.0,3954726185.25,11,1.83333,1.8,3.092855,139000000.0,62.9,40.05
ALK.N,2022-04-01,-1.33,-1.50421,11.582,-20.7504271345091,7304179832.26,1681000000.0,6784179832.26,14,1.8,1.8,2.325202,-143000000.0,73.76923,58.01
ALK.N,2022-01-01,0.24,0.22314,7.556,56.4264587254638,6528685802.8,1844000000.0,5951685802.8,14,1.8,1.85714,1.515266,4000000.0,73.23077,52.1
ALK.N,2021-10-01,1.47,1.29514,13.501,20.6649474188119,7342890052.6,1953000000.0,6797890052.6,14,1.85714,1.8,1.527139,194000000.0,78.5,58.6
DFS.N,2022-10-01,3.54,3.72332,-4.924,5.6720883512564,24821160000.0,3479000000.0,36050160000.0,19,2.28571,2.13636,3.747421,1006000000.0,113.70588,90.92
DFS.N,2022-07-01,3.96,3.78484,4.628,5.28344659219412,26009500000.0,3224000000.0,35611500000.0,20,2.13636,2.04546,3.092855,1111000000.0,127.55556,94.58
DFS.N,2022-04-01,4.22,3.61745,16.657,4.28755062267619,31076676118.62,2902000000.0,39639676118.62,20,2.04546,2.13636,2.325202,1242000000.0,140.52941,110.19
DFS.N,2022-01-01,3.64,3.687,-1.275,6.62299972877678,33867834132.24,2936000000.0,46400834132.24,20,2.13636,2.13636,1.515266,1067000000.0,142.70588,115.56
DFS.N,2021-10-01,3.54,3.52995,0.285,13.2364481083301,36789697854.0,2777000000.0,43645697854.0,21,2.13636,2.09524,1.527139,1091000000.0,139.55556,122.85
APTV.N,2022-10-01,1.28,0.99419,28.748,9.19039620193323,21189652254.54,4614000000.0,22877652254.54,24,2.0,2.07407,3.29282453331443,373000000.0,119.95455,78.21
APTV.N,2022-07-01,0.22,0.57926,-62.021,18.9673031108656,24131817489.75,4057000000.0,26094817489.75,24,2.07407,2.10714,2.91936963920711,0.0,135.59091,89.07
APTV.N,2022-04-01,0.63,0.6098,3.313,25.9511315185307,32431277027.34,4178000000.0,34296277027.34,25,2.10714,2.24138,2.14571187856126,153000000.0,148.29167,119.71
APTV.N,2022-01-01,0.56,0.55377,1.125,12.039294291854,44621307393.0,4134000000.0,45763307393.0,25,2.24138,2.24138,1.29346942920754,93000000.0,177.54167,164.95
APTV.N,2021-10-01,0.38,0.37209,2.126,49.8266548415706,40297513298.78,3654000000.0,41769513298.78,25,2.24138,2.11111,1.32963714211419,155000000.0,179.66667,148.97
MPC.N,2022-10-01,7.81,7.068,10.498,4.8494623655914,49528327383.15,47237000000.0,72566327383.15,16,2.0,1.94118,3.747421,5020000000.0,126.6,99.33
MPC.N,2022-07-01,10.61,8.04481,31.886,22.3964270131924,42173730000.0,54238000000.0,62991730000.0,16,1.94118,1.82353,3.092855,6217000000.0,119.07143,82.21
MPC.N,2022-04-01,1.49,1.1056,34.769,24.6192112879884,47758116244.5,38384000000.0,71197116244.5,16,1.82353,1.88889,2.325202,1172000000.0,105.35714,85.5
MPC.N,2022-01-01,1.3,0.55547,134.036,18.3952328658613,39391455707.19,35608000000.0,61466455707.19,17,1.88889,1.76471,1.515266,1105000000.0,83.4,63.99
MPC.N,2021-10-01,0.73,0.70618,3.373,11.1883655725169,39447276622.18,32613000000.0,61248276622.18,17,1.76471,1.875,1.527139,1030000000.0,73.8125,61.81
PGR.N,2022-10-01,0.49,0.88617,-44.706,52.2202286243046,67994471000.0,13017800000.0,74524871000.0,18,2.9,3.0,3.747421,124100000.0,122.25,116.21
PGR.N,2022-07-01,1.07,0.92928,15.143,11.1979166666667,68008090885.35,12422100000.0,74662390885.35,18,3.0,3.10526,3.092855,-542900000.0,113.4375,116.27
PGR.N,2022-04-01,1.1,1.15356,-4.643,4.88227747147959,66670185313.08,13181000000.0,73276985313.08,16,3.10526,2.94444,2.325202,313900000.0,108.78571,113.99
PGR.N,2022-01-01,0.9,0.996,-9.639,6.3785140562249,60056782543.35,10749300000.0,65262382543.35,16,2.94444,2.86667,1.515266,962300000.0,100.92857,102.65
PGR.N,2021-10-01,0.14,0.21143,-33.784,86.0095539895001,52883902329.21,12446500000.0,58005402329.21,14,2.86667,2.6875,1.527139,118500000.0,96.16667,90.39
ZION.OQ,2022-10-01,1.4,1.5769,-11.218,3.51195383347073,7652974132.5,828000000.0,13553974132.5,20,2.45455,2.43478,3.747421,217000000.0,60.78947,50.86
ZION.OQ,2022-07-01,1.29,1.3481,-4.31,4.80453972257251,7704160273.2,765000000.0,9274160273.2,21,2.43478,2.34783,3.092855,203000000.0,63.05,50.9
ZION.OQ,2022-04-01,1.27,1.15281,10.166,5.75376688266063,9958203551.12,686000000.0,11025203551.12,22,2.34783,2.54546,2.325202,203000000.0,74.2,65.56
ZION.OQ,2022-01-01,1.34,1.30986,2.301,4.90815812376895,9882232323.08,743000000.0,11642232323.08,21,2.54546,2.69565,1.515266,213000000.0,72.14286,63.16
ZION.OQ,2021-10-01,1.45,1.3455,7.767,6.7670011148272,10030540955.07,694000000.0,11472540955.07,22,2.69565,2.73913,1.527139,240000000.0,63.36364,61.89
ICE.N,2022-10-01,1.31,1.26708,3.387,2.1545600909177,50456700628.75,1811000000.0,67434700628.75,14,2.11765,2.06667,3.747421,-175000000.0,124.71429,90.35
ICE.N,2022-07-01,1.32,1.26683,4.197,1.39955637299401,52499362757.96,1814000000.0,69829362757.96,12,2.06667,1.94737,3.092855,566000000.0,124.83333,94.04
ICE.N,2022-04-01,1.43,1.42067,0.657,1.45494731359147,74044793354.04,1899000000.0,87620793354.04,15,1.94737,1.95,2.325202,667000000.0,149.33333,132.12
ICE.N,2022-01-01,1.34,1.31907,1.587,1.83235158103816,77056811034.72,1840000000.0,90406811034.72,15,1.95,1.94737,1.515266,1529000000.0,157.93333,136.77
ICE.N,2021-10-01,1.3,1.22286,6.308,2.32160672521793,64661479604.72,1802000000.0,78388479604.72,14,1.94737,1.82353,1.527139,637000000.0,145.53333,114.82
KMB.N,2022-10-01,1.4,1.44443,-3.076,4.57758423738083,37996012291.52,5053000000.0,46627012291.52,14,3.15,3.11765,3.747421,441000000.0,126.17833,112.54
KMB.N,2022-07-01,1.34,1.3175,1.708,2.95787476280835,45626640000.0,5063000000.0,54453640000.0,12,3.11765,3.22222,3.092855,412000000.0,132.59286,135.15
KMB.N,2022-04-01,1.35,1.22639,10.079,4.22459413400305,41496099403.96,5095000000.0,50482099403.96,13,3.22222,3.11111,2.325202,512000000.0,133.2,123.16
KMB.N,2022-01-01,1.3,1.23969,4.865,4.4349797126701,48123553908.24,4965000000.0,56676553908.24,13,3.11111,2.89474,1.515266,351000000.0,136.42,142.92
KMB.N,2021-10-01,1.62,1.65062,-1.855,3.1139814130448,44600770802.28,5010000000.0,53517770802.28,13,2.89474,2.88235,1.527139,458000000.0,134.94118,132.44
SWKS.OQ,2022-10-01,3.02,2.89938,4.16,1.17611351392367,13681195715.11,1407000000.0,15283995715.11,24,2.5,2.53571,3.747421,302200000.0,116.8,85.27
SWKS.OQ,2022-07-01,2.44,2.35354,3.674,1.83595774875294,14663589330.08,1232600000.0,16192589330.08,24,2.53571,2.51613,3.092855,267300000.0,140.875,92.64
SWKS.OQ,2022-04-01,2.63,2.62974,0.01,0.809966004243766,21386264158.17,1335600000.0,22798764158.17,26,2.51613,2.46667,2.325202,305800000.0,165.42308,133.28
SWKS.OQ,2022-01-01,3.14,3.10048,1.275,0.858254205800392,25658178430.42,1510400000.0,26831278430.42,26,2.46667,2.42857,1.515266,399900000.0,199.16,155.14
SWKS.OQ,2021-10-01,2.62,2.53268,3.448,2.56566167064138,27070557089.52,1310900000.0,28286057089.52,25,2.42857,2.32258,1.527139,326300000.0,208.17857,164.78
EL.N,2022-10-01,1.37,1.30835,4.712,5.52986586158138,77095363106.4,3935000000.0,80338363106.4,20,2.03846,2.07692,3.747421,490000000.0,278.5,215.9
EL.N,2022-07-01,0.42,0.3258,28.913,16.2891344383057,91005611424.0,3562000000.0,93302611424.0,21,2.07692,2.03704,3.092855,50000000.0,308.0913,254.67
EL.N,2022-04-01,1.9,1.67336,13.544,4.66247549839843,97672066726.4,4246000000.0,100194066726.4,22,2.03704,2.03571,2.325202,573000000.0,324.89167,272.32
EL.N,2022-01-01,3.01,2.63727,14.133,2.74943407387185,133252525258.8,5540000000.0,135054525258.8,22,2.03571,2.03571,1.515266,1090000000.0,365.30435,370.2
EL.N,2021-10-01,1.89,1.69832,11.286,4.34017146356399,108360882493.06,4393000000.0,110789882493.06,22,2.03571,2.03846,1.527139,695000000.0,363.8,299.93
TSLA.OQ,2022-10-01,1.05,0.99337,5.701,9.83822744798011,831152929436.25,21454000000.0,814871929436.25,30,2.30952,2.38636,3.747421,3331000000.0,288.12464,265.25
TSLA.OQ,2022-07-01,0.75667,0.6048,25.111,21.5509259259259,697926136975.98,16934000000.0,684723136975.98,28,2.38636,2.48781,3.092855,2269000000.0,297.34986,224.47310886
TSLA.OQ,2022-04-01,1.07333,0.75289,42.561,11.8317416886929,1116368029629.6,18756000000.0,1104488029629.6,30,2.48781,2.64286,2.325202,3280000000.0,321.95237,359.1996408
TSLA.OQ,2022-01-01,0.84667,0.79021,7.145,15.361739284494,1061287010296.56,17719000000.0,1051808010296.56,29,2.64286,2.65854,1.515266,2343000000.0,314.46541,352.25964774
TSLA.OQ,2021-10-01,0.62,0.53138,16.678,17.9287891904099,767736954725.84,13757000000.0,761236954725.84,28,2.65854,2.75676,1.527139,1659000000.0,240.37092,258.49307484
EXR.N,2022-10-01,1.65,1.59167,3.665,2.74868534306734,23128984170.27,428787000.0,30493699170.27,8,2.28571,2.26667,3.747421,236126000.0,208.38462,172.71
EXR.N,2022-07-01,1.64,1.46875,11.66,2.83710638297872,22779099302.08,408044000.0,29445832302.08,8,2.26667,2.3125,3.092855,247834000.0,198.0,170.12
EXR.N,2022-04-01,1.51,1.3525,11.645,3.9083179297597,27602021225.6,379808000.0,33870736225.6,8,2.3125,2.3125,2.325202,217717000.0,223.69231,205.6
EXR.N,2022-01-01,2.0,1.39625,43.241,6.263921217547,30357288720.92,364542000.0,36194202720.92,8,2.3125,2.13333,1.515266,283858000.0,222.0,226.73
EXR.N,2021-10-01,1.4,1.21833,14.911,1.29029080790919,22480281192.37,351355000.0,27783542192.37,8,2.13333,2.06667,1.527139,199820000.0,197.85714,167.99
SPGI.N,2022-10-01,2.93,2.79441,4.852,2.12388303792214,101834225000.0,2861000000.0,114465225000.0,17,1.76191,1.76191,3.747421,678000000.0,381.88235,305.35
SPGI.N,2022-07-01,2.81,2.93518,-4.265,2.94871183368652,113319572000.0,2970000000.0,123905572000.0,17,1.76191,1.75,3.092855,1051000000.0,411.6875,337.06
SPGI.N,2022-04-01,2.89,2.98419,-3.156,5.97281004225602,142343479895.88,3072000000.0,152838479895.88,17,1.75,1.8,2.325202,1299000000.0,469.3125,410.18
SPGI.N,2022-01-01,3.15,3.1325,0.559,2.63942537909018,113735130000.0,2088000000.0,114845130000.0,15,1.8,1.8,1.515266,736000000.0,499.08333,471.93
SPGI.N,2021-10-01,3.54,3.1466,12.502,2.56944003050912,102398490000.0,2087000000.0,103868490000.0,15,1.8,1.71429,1.527139,861000000.0,499.58333,424.89
ADBE.OQ,2022-07-01,3.4,3.33383,1.985,0.600810479238594,172289520000.0,4433000000.0,170652520000.0,24,2.03125,1.80645,3.747421,1136000000.0,423.07143,275.2
ADBE.OQ,2022-04-01,3.35,3.30925,1.231,0.920148069804336,203061600000.0,4386000000.0,201888600000.0,24,1.80645,1.8125,3.092855,1178000000.0,518.6963,366.06
ADBE.OQ,2022-01-01,3.37,3.34354,0.791,0.86913869730884,213269721000.0,4262000000.0,212693721000.0,26,1.8125,1.80645,2.325202,1266000000.0,608.7037,455.62
ADBE.OQ,2021-10-01,3.2,3.19715,0.089,1.42752138623461,293344974000.0,4110000000.0,291669974000.0,26,1.80645,1.76667,1.515266,1233000000.0,697.42857,567.06
ADBE.OQ,2021-07-01,3.11,3.01148,3.272,0.875317119821483,317563476000.0,3935000000.0,315521476000.0,24,1.76667,1.72414,1.527139,1212000000.0,683.03846,575.72
ADSK.OQ,2022-10-01,1.7,1.7012,-0.071,0.971079238184811,46258593986.4,1280000000.0,47084593986.4,20,2.125,1.91304,3.747421,198000000.0,243.40455,186.8
ADSK.OQ,2022-07-01,1.65,1.57367,4.85,1.80851131431622,47000323385.6,1237000000.0,48104323385.6,19,1.91304,2.04762,3.092855,186000000.0,257.61429,171.96
ADSK.OQ,2022-04-01,1.43,1.34133,6.611,2.73236265497678,41173537059.2,1170000000.0,42217537059.2,18,2.04762,2.08333,2.325202,146000000.0,256.1,214.35
ADSK.OQ,2022-01-01,1.5,1.4381,4.304,1.46860440859467,54947159832.43,1211600000.0,55810659832.43,20,2.08333,2.13044,1.515266,89100000.0,308.2381,281.19
ADSK.OQ,2021-10-01,1.331,1.25505,6.052,1.40472491135811,69826698566.01,1125800000.0,70661398566.01,20,2.13044,2.14286,1.527139,136700000.0,349.66667,285.17
WRK.N,2022-10-01,1.43,1.41509,1.054,4.29725317824308,7855266795.39,5402500000.0,15405466795.39,12,2.57143,2.5,3.747421,344900000.0,38.25,30.89
WRK.N,2022-07-01,1.54,1.47936,4.099,3.76919749080684,10153302405.12,5519700000.0,17894302405.12,12,2.5,2.35714,3.092855,379800000.0,52.5,39.84
WRK.N,2022-04-01,1.17,1.01536,15.23,4.026158209896,12378972855.76,5382100000.0,20415672855.76,12,2.35714,2.33333,2.325202,40700000.0,57.08333,47.03
WRK.N,2022-01-01,0.65,0.63675,2.081,4.4554377699254,11687345150.36,4952200000.0,19651845150.36,12,2.33333,2.21429,1.515266,183800000.0,56.38462,44.36
WRK.N,2021-10-01,1.23,1.14092,7.808,5.8549240963433,13304914112.49,5090500000.0,21229514112.49,12,2.21429,2.13333,1.527139,324600000.0,58.30769,49.83
WHR.N,2022-10-01,4.49,5.342,-15.949,8.45076750280794,7279740000.0,4784000000.0,10636740000.0,8,3.0,2.90909,3.747421,147000000.0,167.8,134.81
WHR.N,2022-07-01,5.97,5.24213,13.885,9.68823741494393,8517850000.0,5097000000.0,12146850000.0,8,2.90909,2.7,3.092855,-369000000.0,202.66667,154.87
WHR.N,2022-04-01,5.31,5.36143,-0.959,16.6185140904572,10101150231.66,4920000000.0,13346150231.66,7,2.7,2.7,2.325202,321000000.0,229.6,172.78
WHR.N,2022-01-01,6.14,5.88857,4.27,2.20002479379544,14253972091.44,5815000000.0,16613972091.44,7,2.7,2.66667,1.515266,294000000.0,255.66667,234.66
WHR.N,2021-10-01,6.68,6.11571,9.227,2.85608702832541,12782734490.7,5488000000.0,15343734490.7,8,2.66667,2.66667,1.527139,486000000.0,256.4,203.86
