Instrument,Date,Earnings Per Share - Actual Surprise,"WACC Inflation Adjusted Risk Free Rate, (%)",Unemployment rate
LW.N,2014-10-01,,,5.7
LW.N,2014-07-01,,,6.2
LW.N,2014-04-01,,,6.2
LW.N,2014-01-01,,,6.6
LW.N,2013-10-01,,,7.2
LW.N,2013-07-01,,,7.3
LW.N,2013-04-01,,,7.6
LW.N,2013-01-01,,,8.0
TGT.N,2022-07-01,-45.519,3.747421,3.5
TGT.N,2022-04-01,-28.553,3.092855,3.6
TGT.N,2022-01-01,11.64,2.325202,4.0
TGT.N,2021-10-01,7.043,1.515266,4.5
TGT.N,2021-07-01,4.307,1.527139,5.4
TGT.N,2021-04-01,63.978,1.444323,6.1
TGT.N,2021-01-01,5.296,1.745787,6.3
TGT.N,2020-10-01,74.185,0.926432,6.9
TGT.N,2020-07-01,108.368,0.677434,10.2
TGT.N,2020-04-01,48.667,0.638068,14.7
TGT.N,2020-01-01,2.068,0.671282,3.5
TGT.N,2019-10-01,14.413,1.917061,3.6
TGT.N,2019-07-01,12.542,1.673179,3.7
TGT.N,2019-04-01,6.765,1.999952,3.6
TGT.N,2019-01-01,0.851,2.413881,4.0
TGT.N,2018-10-01,-2.265,2.691309,3.8
TGT.N,2018-07-01,5.136,3.055485,3.8
TGT.N,2018-04-01,-4.824,2.851013,4.0
TGT.N,2018-01-01,-0.369,2.744341,4.0
TGT.N,2017-10-01,5.901,2.41084,4.2
TGT.N,2017-07-01,3.469,2.32644,4.3
TGT.N,2017-04-01,32.385,2.301898,4.4
TGT.N,2017-01-01,-3.727,2.394592,4.7
TGT.N,2016-10-01,25.374,2.431507,4.9
TGT.N,2016-07-01,9.715,1.606498,4.8
TGT.N,2016-04-01,8.073,1.491713,5.1
TGT.N,2016-01-01,-1.182,1.829833,4.8
TGT.N,2015-10-01,0.106,2.304994,5.0
TGT.N,2015-07-01,9.597,,5.2
TGT.N,2015-04-01,6.608,,5.4
TGT.N,2015-01-01,2.755,,5.7
TGT.N,2014-10-01,14.124,,5.7
TGT.N,2014-07-01,-1.808,,6.2
TGT.N,2014-04-01,-2.067,,6.2
TGT.N,2014-01-01,13.525,,6.6
TGT.N,2013-10-01,-10.814,,7.2
TGT.N,2013-07-01,1.276,,7.3
TGT.N,2013-04-01,-3.245,,7.6
TGT.N,2013-01-01,-0.516,,8.0
TGT.N,2012-10-01,4.561,,
NTAP.OQ,2022-10-01,11.303,3.747421,3.7
NTAP.OQ,2022-07-01,9.32,3.092855,3.5
NTAP.OQ,2022-04-01,11.269,2.325202,3.6
NTAP.OQ,2022-01-01,12.067,1.515266,4.0
NTAP.OQ,2021-10-01,5.693,1.527139,4.5
NTAP.OQ,2021-07-01,20.737,1.444323,5.4
NTAP.OQ,2021-04-01,4.49,1.745787,6.1
NTAP.OQ,2021-01-01,8.772,0.926432,6.3
NTAP.OQ,2020-10-01,44.499,0.677434,6.9
NTAP.OQ,2020-07-01,79.304,0.638068,10.2
NTAP.OQ,2020-04-01,14.773,0.671282,14.7
NTAP.OQ,2020-01-01,-1.602,1.917061,3.5
NTAP.OQ,2019-10-01,16.051,1.673179,3.6
NTAP.OQ,2019-07-01,12.644,1.999952,3.7
NTAP.OQ,2019-04-01,-2.812,2.413881,3.6
NTAP.OQ,2019-01-01,4.31,2.691309,4.0
NTAP.OQ,2018-10-01,6.988,3.055485,3.8
NTAP.OQ,2018-07-01,29.634,2.851013,3.8
NTAP.OQ,2018-04-01,4.295,2.744341,4.0
NTAP.OQ,2018-01-01,9.219,2.41084,4.0
NTAP.OQ,2017-10-01,17.373,2.32644,4.2
NTAP.OQ,2017-07-01,12.398,2.301898,4.3
NTAP.OQ,2017-04-01,4.581,2.394592,4.4
NTAP.OQ,2017-01-01,10.378,2.431507,4.7
NTAP.OQ,2016-10-01,10.385,1.606498,4.9
NTAP.OQ,2016-07-01,27.434,1.491713,4.8
NTAP.OQ,2016-04-01,-4.709,1.829833,5.1
NTAP.OQ,2016-01-01,2.551,2.304994,4.8
NTAP.OQ,2015-10-01,7.283,,5.0
NTAP.OQ,2015-07-01,25.454,,5.2
NTAP.OQ,2015-04-01,-9.992,,5.4
NTAP.OQ,2015-01-01,-2.367,,5.7
NTAP.OQ,2014-10-01,0.746,,5.7
NTAP.OQ,2014-07-01,5.576,,6.2
NTAP.OQ,2014-04-01,5.927,,6.2
NTAP.OQ,2014-01-01,5.622,,6.6
NTAP.OQ,2013-10-01,5.563,,7.2
NTAP.OQ,2013-07-01,8.163,,7.3
NTAP.OQ,2013-04-01,1.602,,7.6
NTAP.OQ,2013-01-01,18.769,,8.0
OXY.N,2022-07-01,4.586,3.747421,3.5
OXY.N,2022-04-01,4.523,3.092855,3.6
OXY.N,2022-01-01,34.324,2.325202,4.0
OXY.N,2021-10-01,31.788,1.515266,4.5
OXY.N,2021-07-01,832.401,1.527139,5.4
OXY.N,2021-04-01,54.526,1.444323,6.1
OXY.N,2021-01-01,-32.52,1.745787,6.3
OXY.N,2020-10-01,-16.984,0.926432,6.9
OXY.N,2020-07-01,-5.014,0.677434,10.2
OXY.N,2020-04-01,18.052,0.638068,14.7
OXY.N,2020-01-01,-60.858,0.671282,3.5
OXY.N,2019-10-01,-70.354,1.917061,3.6
OXY.N,2019-07-01,3.883,1.673179,3.7
OXY.N,2019-04-01,9.413,1.999952,3.6
OXY.N,2019-01-01,6.811,2.413881,4.0
OXY.N,2018-10-01,15.306,2.691309,3.8
OXY.N,2018-07-01,0.653,3.055485,3.8
OXY.N,2018-04-01,30.539,2.851013,4.0
OXY.N,2018-01-01,-0.061,2.744341,4.0
OXY.N,2017-10-01,64.926,2.41084,4.2
OXY.N,2017-07-01,53.657,2.32644,4.3
OXY.N,2017-04-01,136.128,2.301898,4.4
OXY.N,2017-01-01,-443.706,2.394592,4.7
OXY.N,2016-10-01,-38.325,2.431507,4.9
OXY.N,2016-07-01,-0.122,1.606498,4.8
OXY.N,2016-04-01,-37.27,1.491713,5.1
OXY.N,2016-01-01,-38.899,1.829833,4.8
OXY.N,2015-10-01,503.226,2.304994,5.0
OXY.N,2015-07-01,-1.319,,5.2
OXY.N,2015-04-01,1.112,,5.4
OXY.N,2015-01-01,6.299,,5.7
OXY.N,2014-10-01,0.435,,5.7
OXY.N,2014-07-01,2.097,,6.2
OXY.N,2014-04-01,2.79,,6.2
OXY.N,2014-01-01,2.728,,6.6
OXY.N,2013-10-01,3.755,,7.2
OXY.N,2013-07-01,-1.435,,7.3
OXY.N,2013-04-01,9.83,,7.6
OXY.N,2013-01-01,10.331,,8.0
OXY.N,2012-10-01,4.57,,
IR.N,2022-10-01,5.288,3.747421,3.7
IR.N,2022-07-01,3.621,3.092855,3.5
IR.N,2022-04-01,8.94,2.325202,3.6
IR.N,2022-01-01,14.23,1.515266,4.0
IR.N,2021-10-01,21.709,1.527139,4.5
IR.N,2021-07-01,8.575,1.444323,5.4
IR.N,2021-04-01,29.567,1.745787,6.1
IR.N,2021-01-01,18.375,0.926432,6.3
IR.N,2020-10-01,30.323,0.677434,6.9
IR.N,2020-07-01,59.679,0.638068,10.2
IR.N,2020-04-01,-2.45,0.671282,14.7
IR.N,2020-01-01,7.935,1.917061,3.5
IR.N,2019-10-01,7.674,1.673179,3.6
IR.N,2019-07-01,10.731,1.999952,3.7
IR.N,2019-04-01,11.209,2.413881,3.6
IR.N,2019-01-01,8.303,2.691309,4.0
IR.N,2018-10-01,1.99,3.055485,3.8
IR.N,2018-07-01,7.58,2.851013,3.8
IR.N,2018-04-01,29.208,2.744341,4.0
IR.N,2018-01-01,0.334,2.41084,4.0
IR.N,2017-10-01,13.511,2.32644,4.2
IR.N,2017-07-01,11.281,,4.3
IR.N,2017-04-01,,,4.4
IR.N,2017-01-01,,,4.7
IR.N,2016-10-01,,,4.9
IR.N,2016-07-01,,,4.8
IR.N,2016-04-01,,,5.1
IR.N,2016-01-01,,,4.8
IR.N,2015-10-01,,,5.0
IR.N,2015-07-01,,,5.2
IR.N,2015-04-01,,,5.4
IR.N,2015-01-01,,,5.7
IR.N,2014-10-01,,,5.7
IR.N,2014-07-01,,,6.2
IR.N,2014-04-01,,,6.2
IR.N,2014-01-01,,,6.6
IR.N,2013-10-01,,,7.2
IR.N,2013-07-01,,,7.3
IR.N,2013-04-01,,,7.6
IR.N,2013-01-01,,,8.0
TER.OQ,2022-10-01,10.713,3.747421,3.7
TER.OQ,2022-07-01,5.911,3.092855,3.5
TER.OQ,2022-04-01,10.919,2.325202,3.6
TER.OQ,2022-01-01,6.412,1.515266,4.0
TER.OQ,2021-10-01,11.012,1.527139,4.5
TER.OQ,2021-07-01,8.581,1.444323,5.4
TER.OQ,2021-04-01,6.125,1.745787,6.1
TER.OQ,2021-01-01,9.147,0.926432,6.3
TER.OQ,2020-10-01,5.493,0.677434,6.9
TER.OQ,2020-07-01,29.244,0.638068,10.2
TER.OQ,2020-04-01,14.034,0.671282,14.7
TER.OQ,2020-01-01,11.149,1.917061,3.5
TER.OQ,2019-10-01,9.698,1.673179,3.6
TER.OQ,2019-07-01,6.674,1.999952,3.7
TER.OQ,2019-04-01,22.914,2.413881,3.6
TER.OQ,2019-01-01,25.947,2.691309,4.0
TER.OQ,2018-10-01,12.393,3.055485,3.8
TER.OQ,2018-07-01,19.933,2.851013,3.8
TER.OQ,2018-04-01,7.008,2.744341,4.0
TER.OQ,2018-01-01,34.044,2.41084,4.0
TER.OQ,2017-10-01,25.252,2.32644,4.2
TER.OQ,2017-07-01,4.336,2.301898,4.3
TER.OQ,2017-04-01,15.352,2.394592,4.4
TER.OQ,2017-01-01,47.608,2.431507,4.7
TER.OQ,2016-10-01,18.068,1.606498,4.9
TER.OQ,2016-07-01,10.205,1.491713,4.8
TER.OQ,2016-04-01,14.815,1.829833,5.1
TER.OQ,2016-01-01,29.676,2.304994,4.8
TER.OQ,2015-10-01,5.879,,5.0
TER.OQ,2015-07-01,16.648,,5.2
TER.OQ,2015-04-01,38.821,,5.4
TER.OQ,2015-01-01,21.359,,5.7
TER.OQ,2014-10-01,11.072,,5.7
TER.OQ,2014-07-01,27.599,,6.2
TER.OQ,2014-04-01,63.205,,6.2
TER.OQ,2014-01-01,75.527,,6.6
TER.OQ,2013-10-01,5.071,,7.2
TER.OQ,2013-07-01,33.819,,7.3
TER.OQ,2013-04-01,237.458,,7.6
TER.OQ,2013-01-01,1213.321,,8.0
WAB.N,2022-10-01,1.095,3.747421,3.7
WAB.N,2022-07-01,0.973,3.092855,3.5
WAB.N,2022-04-01,0.713,2.325202,3.6
WAB.N,2022-01-01,1.02,1.515266,4.0
WAB.N,2021-10-01,1.484,1.527139,4.5
WAB.N,2021-07-01,11.438,1.444323,5.4
WAB.N,2021-04-01,3.528,1.745787,6.1
WAB.N,2021-01-01,-5.023,0.926432,6.3
WAB.N,2020-10-01,5.011,0.677434,6.9
WAB.N,2020-07-01,15.769,0.638068,10.2
WAB.N,2020-04-01,-0.18,0.671282,14.7
WAB.N,2020-01-01,-0.78,1.917061,3.5
WAB.N,2019-10-01,1.739,1.673179,3.6
WAB.N,2019-07-01,8.821,1.999952,3.7
WAB.N,2019-04-01,24.296,2.413881,3.6
WAB.N,2019-01-01,-4.621,2.691309,4.0
WAB.N,2018-10-01,-0.287,3.055485,3.8
WAB.N,2018-07-01,-0.307,2.851013,3.8
WAB.N,2018-04-01,10.473,2.744341,4.0
WAB.N,2018-01-01,-1.763,2.41084,4.0
WAB.N,2017-10-01,-6.773,2.32644,4.2
WAB.N,2017-07-01,-14.684,2.301898,4.3
WAB.N,2017-04-01,2.857,2.394592,4.4
WAB.N,2017-01-01,-13.33,2.431507,4.7
WAB.N,2016-10-01,-5.146,1.606498,4.9
WAB.N,2016-07-01,-2.778,1.491713,4.8
WAB.N,2016-04-01,5.406,1.829833,5.1
WAB.N,2016-01-01,0.441,2.304994,4.8
WAB.N,2015-10-01,-2.145,,5.0
WAB.N,2015-07-01,2.204,,5.2
WAB.N,2015-04-01,4.225,,5.4
WAB.N,2015-01-01,0.972,,5.7
WAB.N,2014-10-01,5.001,,5.7
WAB.N,2014-07-01,4.426,,6.2
WAB.N,2014-04-01,3.75,,6.2
WAB.N,2014-01-01,-0.54,,6.6
WAB.N,2013-10-01,0.335,,7.2
WAB.N,2013-07-01,4.94,,7.3
WAB.N,2013-04-01,2.564,,7.6
WAB.N,2013-01-01,2.007,,8.0
NOW.N,2022-10-01,6.261,3.747421,3.7
NOW.N,2022-07-01,5.167,3.092855,3.5
NOW.N,2022-04-01,1.777,2.325202,3.6
NOW.N,2022-01-01,2.261,1.515266,4.0
NOW.N,2021-10-01,11.989,1.527139,4.5
NOW.N,2021-07-01,16.136,1.444323,5.4
NOW.N,2021-04-01,13.075,1.745787,6.1
NOW.N,2021-01-01,11.038,0.926432,6.3
NOW.N,2020-10-01,17.429,0.677434,6.9
NOW.N,2020-07-01,21.298,0.638068,10.2
NOW.N,2020-04-01,10.094,0.671282,14.7
NOW.N,2020-01-01,10.333,1.917061,3.5
NOW.N,2019-10-01,11.885,1.673179,3.6
NOW.N,2019-07-01,12.465,1.999952,3.7
NOW.N,2019-04-01,23.705,2.413881,3.6
NOW.N,2019-01-01,21.317,2.691309,4.0
NOW.N,2018-10-01,14.318,3.055485,3.8
NOW.N,2018-07-01,15.051,2.851013,3.8
NOW.N,2018-04-01,51.976,2.744341,4.0
NOW.N,2018-01-01,-1.175,2.41084,4.0
NOW.N,2017-10-01,19.791,2.32644,4.2
NOW.N,2017-07-01,10.681,2.301898,4.3
NOW.N,2017-04-01,42.518,2.394592,4.4
NOW.N,2017-01-01,3.974,2.431507,4.7
NOW.N,2016-10-01,10.881,1.606498,4.9
NOW.N,2016-07-01,58.73,1.491713,4.8
NOW.N,2016-04-01,30.435,1.829833,5.1
NOW.N,2016-01-01,127.022,2.304994,4.8
NOW.N,2015-10-01,95.084,,5.0
NOW.N,2015-07-01,272.414,,5.2
NOW.N,2015-04-01,352.525,,5.4
NOW.N,2015-01-01,60.256,,5.7
NOW.N,2014-10-01,215.126,,5.7
NOW.N,2014-07-01,3.248,,6.2
NOW.N,2014-04-01,-5.708,,6.2
NOW.N,2014-01-01,-39.082,,6.6
NOW.N,2013-10-01,141.911,,7.2
NOW.N,2013-07-01,-27.986,,7.3
NOW.N,2013-04-01,70.837,,7.6
NOW.N,2013-01-01,100.0,,8.0
EXC.OQ,2022-10-01,6.87,3.747421,3.7
EXC.OQ,2022-07-01,-3.72,3.092855,3.5
EXC.OQ,2022-04-01,-1.971,2.325202,3.6
EXC.OQ,2022-01-01,3.396,1.515266,4.0
EXC.OQ,2021-10-01,0.356,1.527139,4.5
EXC.OQ,2021-07-01,31.813,1.444323,5.4
EXC.OQ,2021-04-01,-116.658,1.745787,6.1
EXC.OQ,2021-01-01,9.836,0.926432,6.3
EXC.OQ,2020-10-01,19.155,0.677434,6.9
EXC.OQ,2020-07-01,28.274,0.638068,10.2
EXC.OQ,2020-04-01,2.889,0.671282,14.7
EXC.OQ,2020-01-01,13.781,1.917061,3.5
EXC.OQ,2019-10-01,3.293,1.673179,3.6
EXC.OQ,2019-07-01,-1.639,1.999952,3.7
EXC.OQ,2019-04-01,-0.192,2.413881,3.6
EXC.OQ,2019-01-01,1.776,2.691309,4.0
EXC.OQ,2018-10-01,-0.283,3.055485,3.8
EXC.OQ,2018-07-01,15.835,2.851013,3.8
EXC.OQ,2018-04-01,5.348,2.744341,4.0
EXC.OQ,2018-01-01,-8.577,2.41084,4.0
EXC.OQ,2017-10-01,-0.793,2.32644,4.2
EXC.OQ,2017-07-01,2.822,2.301898,4.3
EXC.OQ,2017-04-01,5.772,2.394592,4.4
EXC.OQ,2017-01-01,-3.069,2.431507,4.7
EXC.OQ,2016-10-01,16.438,1.606498,4.9
EXC.OQ,2016-07-01,16.364,1.491713,4.8
EXC.OQ,2016-04-01,0.053,1.829833,5.1
EXC.OQ,2016-01-01,-6.129,2.304994,4.8
EXC.OQ,2015-10-01,15.714,,5.0
EXC.OQ,2015-07-01,10.266,,5.2
EXC.OQ,2015-04-01,3.027,,5.4
EXC.OQ,2015-01-01,-4.681,,5.7
EXC.OQ,2014-10-01,9.091,,5.7
EXC.OQ,2014-07-01,1.821,,6.2
EXC.OQ,2014-04-01,-9.868,,6.2
EXC.OQ,2014-01-01,-7.193,,6.6
EXC.OQ,2013-10-01,18.132,,7.2
EXC.OQ,2013-07-01,-2.452,,7.3
EXC.OQ,2013-04-01,2.988,,7.6
EXC.OQ,2013-01-01,-0.593,,8.0
BR.N,2022-10-01,-4.11,3.747421,3.7
BR.N,2022-07-01,0.991,3.092855,3.5
BR.N,2022-04-01,8.253,2.325202,3.6
BR.N,2022-01-01,-0.52,1.515266,4.0
BR.N,2021-10-01,8.551,1.527139,4.5
BR.N,2021-07-01,0.0,1.444323,5.4
BR.N,2021-04-01,4.851,1.745787,6.1
BR.N,2021-01-01,3.546,0.926432,6.3
BR.N,2020-10-01,55.556,0.677434,6.9
BR.N,2020-07-01,2.809,0.638068,10.2
BR.N,2020-04-01,-3.048,0.671282,14.7
BR.N,2020-01-01,-25.701,1.917061,3.5
BR.N,2019-10-01,-4.61,1.673179,3.6
BR.N,2019-07-01,0.511,1.999952,3.7
BR.N,2019-04-01,6.266,2.413881,3.6
BR.N,2019-01-01,-20.988,2.691309,4.0
BR.N,2018-10-01,16.914,3.055485,3.8
BR.N,2018-07-01,-0.446,2.851013,3.8
BR.N,2018-04-01,27.227,2.744341,4.0
BR.N,2018-01-01,45.4,2.41084,4.0
BR.N,2017-10-01,27.56,2.32644,4.2
BR.N,2017-07-01,1.183,2.301898,4.3
BR.N,2017-04-01,15.385,2.394592,4.4
BR.N,2017-01-01,3.41,2.431507,4.7
BR.N,2016-10-01,-4.545,1.606498,4.9
BR.N,2016-07-01,0.0,1.491713,4.8
BR.N,2016-04-01,13.354,1.829833,5.1
BR.N,2016-01-01,12.315,2.304994,4.8
BR.N,2015-10-01,17.857,,5.0
BR.N,2015-07-01,1.303,,5.2
BR.N,2015-04-01,-9.015,,5.4
BR.N,2015-01-01,12.336,,5.7
BR.N,2014-10-01,4.272,,5.7
BR.N,2014-07-01,0.701,,6.2
BR.N,2014-04-01,10.553,,6.2
BR.N,2014-01-01,1.626,,6.6
BR.N,2013-10-01,95.0,,7.2
BR.N,2013-07-01,7.076,,7.3
BR.N,2013-04-01,18.182,,7.6
BR.N,2013-01-01,-7.609,,8.0
EMN.N,2022-10-01,2.354,3.747421,3.7
EMN.N,2022-07-01,4.931,3.092855,3.5
EMN.N,2022-04-01,-2.589,2.325202,3.6
EMN.N,2022-01-01,-2.811,1.515266,4.0
EMN.N,2021-10-01,-0.124,1.527139,4.5
EMN.N,2021-07-01,5.665,1.444323,5.4
EMN.N,2021-04-01,4.437,1.745787,6.1
EMN.N,2021-01-01,12.407,0.926432,6.3
EMN.N,2020-10-01,14.739,0.677434,6.9
EMN.N,2020-07-01,-19.019,0.638068,10.2
EMN.N,2020-04-01,18.428,0.671282,14.7
EMN.N,2020-01-01,6.762,1.917061,3.5
EMN.N,2019-10-01,-2.142,1.673179,3.6
EMN.N,2019-07-01,-4.626,1.999952,3.7
EMN.N,2019-04-01,-5.182,2.413881,3.6
EMN.N,2019-01-01,-13.413,2.691309,4.0
EMN.N,2018-10-01,2.134,3.055485,3.8
EMN.N,2018-07-01,0.609,2.851013,3.8
EMN.N,2018-04-01,6.696,2.744341,4.0
EMN.N,2018-01-01,53.384,2.41084,4.0
EMN.N,2017-10-01,7.85,2.32644,4.2
EMN.N,2017-07-01,3.75,2.301898,4.3
EMN.N,2017-04-01,4.525,2.394592,4.4
EMN.N,2017-01-01,1.511,2.431507,4.7
EMN.N,2016-10-01,11.082,1.606498,4.9
EMN.N,2016-07-01,-2.746,1.491713,4.8
EMN.N,2016-04-01,11.701,1.829833,5.1
EMN.N,2016-01-01,2.594,2.304994,4.8
EMN.N,2015-10-01,-0.101,,5.0
EMN.N,2015-07-01,9.81,,5.2
EMN.N,2015-04-01,15.332,,5.4
EMN.N,2015-01-01,7.957,,5.7
EMN.N,2014-10-01,4.955,,5.7
EMN.N,2014-07-01,4.269,,6.2
EMN.N,2014-04-01,2.571,,6.2
EMN.N,2014-01-01,8.249,,6.6
EMN.N,2013-10-01,2.673,,7.2
EMN.N,2013-07-01,10.043,,7.3
EMN.N,2013-04-01,3.176,,7.6
EMN.N,2013-01-01,0.447,,8.0
AZO.N,2022-07-01,5.474,3.747421,3.5
AZO.N,2022-04-01,11.42,3.092855,3.6
AZO.N,2022-01-01,25.374,2.325202,4.0
AZO.N,2021-10-01,23.097,1.515266,4.5
AZO.N,2021-07-01,19.392,1.527139,5.4
AZO.N,2021-04-01,31.462,1.444323,6.1
AZO.N,2021-01-01,16.306,1.745787,6.3
AZO.N,2020-10-01,4.272,0.926432,6.9
AZO.N,2020-07-01,23.677,0.677434,10.2
AZO.N,2020-04-01,4.277,0.638068,14.7
AZO.N,2020-01-01,5.469,0.671282,3.5
AZO.N,2019-10-01,4.043,1.917061,3.6
AZO.N,2019-07-01,3.63,1.673179,3.7
AZO.N,2019-04-01,5.602,1.999952,3.6
AZO.N,2019-01-01,15.35,2.413881,4.0
AZO.N,2018-10-01,6.774,2.691309,3.8
AZO.N,2018-07-01,3.459,3.055485,3.8
AZO.N,2018-04-01,3.678,2.851013,4.0
AZO.N,2018-01-01,-5.172,2.744341,4.0
AZO.N,2017-10-01,1.923,2.41084,4.2
AZO.N,2017-07-01,1.038,2.32644,4.3
AZO.N,2017-04-01,-4.646,2.301898,4.4
AZO.N,2017-01-01,-1.401,2.394592,4.7
AZO.N,2016-10-01,0.576,2.431507,4.9
AZO.N,2016-07-01,0.356,1.606498,4.8
AZO.N,2016-04-01,-1.412,1.491713,5.1
AZO.N,2016-01-01,2.007,1.829833,4.8
AZO.N,2015-10-01,0.578,2.304994,5.0
AZO.N,2015-07-01,0.479,,5.2
AZO.N,2015-04-01,0.566,,5.4
AZO.N,2015-01-01,2.072,,5.7
AZO.N,2014-10-01,1.475,,5.7
AZO.N,2014-07-01,0.193,,6.2
AZO.N,2014-04-01,0.146,,6.2
AZO.N,2014-01-01,1.41,,6.6
AZO.N,2013-10-01,0.164,,7.2
AZO.N,2013-07-01,0.735,,7.3
AZO.N,2013-04-01,0.804,,7.6
AZO.N,2013-01-01,0.515,,8.0
AZO.N,2012-10-01,0.379,,
TEL.N,2022-10-01,0.804,2.61179979517789,3.7
TEL.N,2022-07-01,6.497,2.11076438273072,3.5
TEL.N,2022-04-01,6.502,1.31931624698397,3.6
TEL.N,2022-01-01,9.076,0.311391543578928,4.0
TEL.N,2021-10-01,3.329,0.424869589820787,4.5
TEL.N,2021-07-01,13.043,0.369434781371178,5.4
TEL.N,2021-04-01,5.958,0.73972046059211,6.1
TEL.N,2021-01-01,14.627,-0.096782227448044,6.3
TEL.N,2020-10-01,33.53,-0.299976300599546,6.9
TEL.N,2020-07-01,46.315,-0.344402784037526,10.2
TEL.N,2020-04-01,30.11,-0.299734106543043,14.7
TEL.N,2020-01-01,6.107,0.861338360620547,3.5
TEL.N,2019-10-01,1.81,0.665599875707832,3.6
TEL.N,2019-07-01,5.658,1.03780818929586,3.7
TEL.N,2019-04-01,11.349,1.50121474196854,3.6
TEL.N,2019-01-01,1.062,1.75787321725528,4.0
TEL.N,2018-10-01,1.693,2.15557882256435,3.8
TEL.N,2018-07-01,4.502,1.93507208989855,3.8
TEL.N,2018-04-01,4.274,1.87304543496442,4.0
TEL.N,2018-01-01,11.711,1.49911460932723,4.0
TEL.N,2017-10-01,7.59,1.41862998410296,4.2
TEL.N,2017-07-01,6.065,1.37473537272292,4.3
TEL.N,2017-04-01,10.558,1.42621836055907,4.4
TEL.N,2017-01-01,14.656,1.36987653754709,4.7
TEL.N,2016-10-01,6.187,0.555942331207137,4.9
TEL.N,2016-07-01,4.412,0.403172575205107,4.8
TEL.N,2016-04-01,1.02,0.793048002708238,5.1
TEL.N,2016-01-01,10.197,1.36396884602089,4.8
TEL.N,2015-10-01,-2.463,,5.0
TEL.N,2015-07-01,2.157,,5.2
TEL.N,2015-04-01,-9.26,,5.4
TEL.N,2015-01-01,8.828,,5.7
TEL.N,2014-10-01,2.136,,5.7
TEL.N,2014-07-01,1.163,,6.2
TEL.N,2014-04-01,4.396,,6.2
TEL.N,2014-01-01,6.574,,6.6
TEL.N,2013-10-01,3.27,,7.2
TEL.N,2013-07-01,5.706,,7.3
TEL.N,2013-04-01,7.421,,7.6
TEL.N,2013-01-01,1.026,,8.0
FRT.N,2022-10-01,201.917,3.747421,3.7
FRT.N,2022-07-01,24.481,3.092855,3.5
FRT.N,2022-04-01,32.167,2.325202,3.6
FRT.N,2022-01-01,175.161,,4.0
FRT.N,2021-10-01,54.589,,4.5
FRT.N,2021-07-01,61.932,,5.4
FRT.N,2021-04-01,122.418,,6.1
FRT.N,2021-01-01,317.808,,6.3
FRT.N,2020-10-01,-3.448,,6.9
FRT.N,2020-07-01,-80.12,,10.2
FRT.N,2020-04-01,-3.003,,14.7
FRT.N,2020-01-01,133.199,,3.5
FRT.N,2019-10-01,3.96,,3.6
FRT.N,2019-07-01,27.66,,3.7
FRT.N,2019-04-01,3.54,,3.6
FRT.N,2019-01-01,-8.091,,4.0
FRT.N,2018-10-01,4.459,,3.8
FRT.N,2018-07-01,8.738,,3.8
FRT.N,2018-04-01,5.579,,4.0
FRT.N,2018-01-01,14.806,,4.0
FRT.N,2017-10-01,105.115,,4.2
FRT.N,2017-07-01,31.25,,4.3
FRT.N,2017-04-01,0.215,,4.4
FRT.N,2017-01-01,3.131,,4.7
FRT.N,2016-10-01,7.895,,4.9
FRT.N,2016-07-01,2.858,,4.8
FRT.N,2016-04-01,55.871,,5.1
FRT.N,2016-01-01,27.32,,4.8
FRT.N,2015-10-01,1.902,,5.0
FRT.N,2015-07-01,20.883,,5.2
FRT.N,2015-04-01,13.056,,5.4
FRT.N,2015-01-01,-21.323,,5.7
FRT.N,2014-10-01,11.515,,5.7
FRT.N,2014-07-01,9.589,,6.2
FRT.N,2014-04-01,-2.062,,6.2
FRT.N,2014-01-01,-30.579,,6.6
FRT.N,2013-10-01,-5.0,,7.2
FRT.N,2013-07-01,6.28,,7.3
FRT.N,2013-04-01,-8.621,,7.6
FRT.N,2013-01-01,-2.247,,8.0
DUK.N,2022-10-01,-3.491,3.747421,3.7
DUK.N,2022-07-01,6.801,3.092855,3.5
DUK.N,2022-04-01,-1.947,2.325202,3.6
DUK.N,2022-01-01,-1.867,1.515266,4.0
DUK.N,2021-10-01,4.74,1.527139,4.5
DUK.N,2021-07-01,4.808,1.444323,5.4
DUK.N,2021-04-01,4.697,1.745787,6.1
DUK.N,2021-01-01,-0.252,0.926432,6.3
DUK.N,2020-10-01,4.572,0.677434,6.9
DUK.N,2020-07-01,4.581,0.638068,10.2
DUK.N,2020-04-01,-4.265,0.671282,14.7
DUK.N,2020-01-01,4.199,1.917061,3.5
DUK.N,2019-10-01,6.838,1.673179,3.6
DUK.N,2019-07-01,14.205,1.999952,3.7
DUK.N,2019-04-01,0.796,2.413881,3.6
DUK.N,2019-01-01,-5.604,2.691309,4.0
DUK.N,2018-10-01,8.296,3.055485,3.8
DUK.N,2018-07-01,-8.947,2.851013,3.8
DUK.N,2018-04-01,11.999,2.744341,4.0
DUK.N,2018-01-01,2.226,2.41084,4.0
DUK.N,2017-10-01,2.581,2.32644,4.2
DUK.N,2017-07-01,-0.434,2.301898,4.3
DUK.N,2017-04-01,1.344,2.394592,4.4
DUK.N,2017-01-01,0.058,2.431507,4.7
DUK.N,2016-10-01,6.203,1.606498,4.9
DUK.N,2016-07-01,5.634,1.491713,4.8
DUK.N,2016-04-01,-0.54,1.829833,5.1
DUK.N,2016-01-01,-4.244,2.304994,4.8
