Instrument,Date,Earnings Per Share - Actual Surprise,"WACC Inflation Adjusted Risk Free Rate, (%)",Unemployment rate
NUE.N,2018-04-01,6.183,2.744341,4.0
NUE.N,2018-01-01,17.377,2.41084,4.0
NUE.N,2017-10-01,1.217,2.32644,4.2
NUE.N,2017-07-01,-5.797,2.301898,4.3
NUE.N,2017-04-01,-0.28,2.394592,4.4
NUE.N,2017-01-01,24.855,2.431507,4.7
NUE.N,2016-10-01,-2.193,1.606498,4.9
NUE.N,2016-07-01,4.456,1.491713,4.8
NUE.N,2016-04-01,-17.448,1.829833,5.1
NUE.N,2016-01-01,103.328,2.304994,4.8
NUE.N,2015-10-01,38.927,,5.0
NUE.N,2015-07-01,48.855,,5.2
NUE.N,2015-04-01,41.474,,5.4
NUE.N,2015-01-01,17.588,,5.7
NUE.N,2014-10-01,2.27,,5.7
NUE.N,2014-07-01,13.712,,6.2
NUE.N,2014-04-01,12.378,,6.2
NUE.N,2014-01-01,14.662,,6.6
NUE.N,2013-10-01,25.516,,7.2
NUE.N,2013-07-01,-9.681,,7.3
NUE.N,2013-04-01,6.842,,7.6
NUE.N,2013-01-01,47.464,,8.0
D.N,2022-10-01,3.14,3.747421,3.7
D.N,2022-07-01,1.307,3.092855,3.5
D.N,2022-04-01,0.545,2.325202,3.6
D.N,2022-01-01,-0.947,1.515266,4.0
D.N,2021-10-01,4.481,1.527139,4.5
D.N,2021-07-01,-0.741,1.444323,5.4
D.N,2021-04-01,1.395,1.745787,6.1
D.N,2021-01-01,1.576,0.926432,6.3
D.N,2020-10-01,9.107,0.677434,6.9
D.N,2020-07-01,7.813,0.638068,10.2
D.N,2020-04-01,-0.333,0.671282,14.7
D.N,2020-01-01,2.015,1.917061,3.5
D.N,2019-10-01,3.573,1.673179,3.6
D.N,2019-07-01,0.866,1.999952,3.7
D.N,2019-04-01,-1.131,2.413881,3.6
D.N,2019-01-01,-0.946,2.691309,4.0
D.N,2018-10-01,1.756,3.055485,3.8
D.N,2018-07-01,9.137,2.851013,3.8
D.N,2018-04-01,9.099,2.744341,4.0
D.N,2018-01-01,1.895,2.41084,4.0
D.N,2017-10-01,2.225,2.32644,4.2
D.N,2017-07-01,0.253,2.301898,4.3
D.N,2017-04-01,1.281,2.394592,4.4
D.N,2017-01-01,-1.37,2.431507,4.7
D.N,2016-10-01,6.195,1.606498,4.9
D.N,2016-07-01,0.273,1.491713,4.8
D.N,2016-04-01,1.947,1.829833,5.1
D.N,2016-01-01,-20.904,2.304994,4.8
D.N,2015-10-01,-2.351,,5.0
D.N,2015-07-01,1.009,,5.2
D.N,2015-04-01,2.689,,5.4
D.N,2015-01-01,1.757,,5.7
D.N,2014-10-01,-2.018,,5.7
D.N,2014-07-01,0.215,,6.2
D.N,2014-04-01,7.772,,6.2
D.N,2014-01-01,-9.992,,6.6
D.N,2013-10-01,10.688,,7.2
D.N,2013-07-01,-4.479,,7.3
D.N,2013-04-01,-5.967,,7.6
D.N,2013-01-01,0.198,,8.0
SJM.N,2022-07-01,31.255,3.747421,3.5
SJM.N,2022-04-01,18.644,3.092855,3.6
SJM.N,2022-01-01,11.575,2.325202,4.0
SJM.N,2021-10-01,18.8,1.515266,4.5
SJM.N,2021-07-01,1.922,1.527139,5.4
SJM.N,2021-04-01,13.266,1.444323,6.1
SJM.N,2021-01-01,11.707,1.745787,6.3
SJM.N,2020-10-01,7.306,0.926432,6.9
SJM.N,2020-07-01,41.583,0.677434,10.2
SJM.N,2020-04-01,12.333,0.638068,14.7
SJM.N,2020-01-01,5.493,0.671282,3.5
SJM.N,2019-10-01,6.303,1.917061,3.6
SJM.N,2019-07-01,-9.389,1.673179,3.7
SJM.N,2019-04-01,6.683,1.999952,3.6
SJM.N,2019-01-01,12.2,2.413881,4.0
SJM.N,2018-10-01,-7.244,2.691309,3.8
SJM.N,2018-07-01,1.114,3.055485,3.8
SJM.N,2018-04-01,-7.065,2.851013,4.0
SJM.N,2018-01-01,16.496,2.744341,4.0
SJM.N,2017-10-01,6.332,2.41084,4.2
SJM.N,2017-07-01,-6.831,2.32644,4.3
SJM.N,2017-04-01,4.503,2.301898,4.4
SJM.N,2017-01-01,0.144,2.394592,4.7
SJM.N,2016-10-01,6.249,2.431507,4.9
SJM.N,2016-07-01,6.774,1.606498,4.8
SJM.N,2016-04-01,20.14,1.491713,5.1
SJM.N,2016-01-01,-0.142,1.829833,4.8
SJM.N,2015-10-01,7.001,2.304994,5.0
SJM.N,2015-07-01,7.586,,5.2
SJM.N,2015-04-01,-0.742,,5.4
SJM.N,2015-01-01,1.94,,5.7
SJM.N,2014-10-01,-0.098,,5.7
SJM.N,2014-07-01,-1.939,,6.2
SJM.N,2014-04-01,4.272,,6.2
SJM.N,2014-01-01,-1.238,,6.6
SJM.N,2013-10-01,-5.067,,7.2
SJM.N,2013-07-01,3.21,,7.3
SJM.N,2013-04-01,11.688,,7.6
SJM.N,2013-01-01,5.471,,8.0
SJM.N,2012-10-01,-0.043,,
EMR.N,2022-10-01,10.651,3.747421,3.7
EMR.N,2022-07-01,6.309,3.092855,3.5
EMR.N,2022-04-01,9.238,2.325202,3.6
EMR.N,2022-01-01,5.744,1.515266,4.0
EMR.N,2021-10-01,2.308,1.527139,4.5
EMR.N,2021-07-01,11.122,1.444323,5.4
EMR.N,2021-04-01,8.115,1.745787,6.1
EMR.N,2021-01-01,21.88,0.926432,6.3
EMR.N,2020-10-01,16.427,0.677434,6.9
EMR.N,2020-07-01,34.026,0.638068,10.2
EMR.N,2020-04-01,20.545,0.671282,14.7
EMR.N,2020-01-01,-0.177,1.917061,3.5
EMR.N,2019-10-01,7.493,1.673179,3.6
EMR.N,2019-07-01,-0.147,1.999952,3.7
EMR.N,2019-04-01,-0.074,2.413881,3.6
EMR.N,2019-01-01,12.087,2.691309,4.0
EMR.N,2018-10-01,-0.414,3.055485,3.8
EMR.N,2018-07-01,2.291,2.851013,3.8
EMR.N,2018-04-01,5.841,2.744341,4.0
EMR.N,2018-01-01,5.799,2.41084,4.0
EMR.N,2017-10-01,4.578,2.32644,4.2
EMR.N,2017-07-01,-1.903,2.301898,4.3
EMR.N,2017-04-01,0.097,2.394592,4.4
EMR.N,2017-01-01,15.683,2.431507,4.7
EMR.N,2016-10-01,7.317,1.606498,4.9
EMR.N,2016-07-01,-5.101,1.491713,4.8
EMR.N,2016-04-01,4.424,1.829833,5.1
EMR.N,2016-01-01,10.767,2.304994,4.8
EMR.N,2015-10-01,0.977,,5.0
EMR.N,2015-07-01,0.908,,5.2
EMR.N,2015-04-01,86.393,,5.4
EMR.N,2015-01-01,3.542,,5.7
EMR.N,2014-10-01,5.978,,5.7
EMR.N,2014-07-01,-3.192,,6.2
EMR.N,2014-04-01,-0.725,,6.2
EMR.N,2014-01-01,-0.661,,6.6
EMR.N,2013-10-01,6.034,,7.2
EMR.N,2013-07-01,-1.315,,7.3
EMR.N,2013-04-01,-1.338,,7.6
EMR.N,2013-01-01,0.447,,8.0
DVA.N,2022-10-01,-36.056,3.747421,3.7
DVA.N,2022-07-01,10.111,3.092855,3.5
DVA.N,2022-04-01,-13.765,2.325202,3.6
DVA.N,2022-01-01,12.311,1.515266,4.0
DVA.N,2021-10-01,4.68,1.527139,4.5
DVA.N,2021-07-01,21.419,1.444323,5.4
DVA.N,2021-04-01,15.152,1.745787,6.1
DVA.N,2021-01-01,-10.743,0.926432,6.3
DVA.N,2020-10-01,25.079,0.677434,6.9
DVA.N,2020-07-01,50.0,0.638068,10.2
DVA.N,2020-04-01,24.152,0.671282,14.7
DVA.N,2020-01-01,11.767,1.917061,3.5
DVA.N,2019-10-01,23.221,1.673179,3.6
DVA.N,2019-07-01,10.076,1.999952,3.7
DVA.N,2019-04-01,-2.342,2.413881,3.6
DVA.N,2019-01-01,0.507,2.691309,4.0
DVA.N,2018-10-01,-35.817,3.055485,3.8
DVA.N,2018-07-01,8.371,2.851013,3.8
DVA.N,2018-04-01,13.514,2.744341,4.0
DVA.N,2018-01-01,-2.405,2.41084,4.0
DVA.N,2017-10-01,-14.104,2.32644,4.2
DVA.N,2017-07-01,1.996,2.301898,4.3
DVA.N,2017-04-01,-3.014,2.394592,4.4
DVA.N,2017-01-01,8.016,2.431507,4.7
DVA.N,2016-10-01,1.695,1.606498,4.9
DVA.N,2016-07-01,3.446,1.491713,4.8
DVA.N,2016-04-01,7.432,1.829833,5.1
DVA.N,2016-01-01,4.573,2.304994,4.8
DVA.N,2015-10-01,3.627,,5.0
DVA.N,2015-07-01,0.385,,5.2
DVA.N,2015-04-01,-0.445,,5.4
DVA.N,2015-01-01,7.606,,5.7
DVA.N,2014-10-01,0.559,,5.7
DVA.N,2014-07-01,6.966,,6.2
DVA.N,2014-04-01,13.229,,6.2
DVA.N,2014-01-01,0.827,,6.6
DVA.N,2013-10-01,2.116,,7.2
DVA.N,2013-07-01,0.0,,7.3
DVA.N,2013-04-01,2.842,,7.6
DVA.N,2013-01-01,5.101,,8.0
CMS.N,2022-10-01,2.416,3.747421,3.7
CMS.N,2022-07-01,5.564,3.092855,3.5
CMS.N,2022-04-01,7.572,2.325202,3.6
CMS.N,2022-01-01,6.837,1.515266,4.0
CMS.N,2021-10-01,0.729,1.527139,4.5
CMS.N,2021-07-01,34.272,1.444323,5.4
CMS.N,2021-04-01,6.305,1.745787,6.1
CMS.N,2021-01-01,1.083,0.926432,6.3
CMS.N,2020-10-01,7.317,0.677434,6.9
CMS.N,2020-07-01,15.487,0.638068,10.2
CMS.N,2020-04-01,8.576,0.671282,14.7
CMS.N,2020-01-01,-0.98,1.917061,3.5
CMS.N,2019-10-01,9.493,1.673179,3.6
CMS.N,2019-07-01,-8.451,1.999952,3.7
CMS.N,2019-04-01,-3.303,2.413881,3.6
CMS.N,2019-01-01,-0.958,2.691309,4.0
CMS.N,2018-10-01,2.507,3.055485,3.8
CMS.N,2018-07-01,17.299,2.851013,3.8
CMS.N,2018-04-01,5.084,2.744341,4.0
CMS.N,2018-01-01,-0.745,2.41084,4.0
CMS.N,2017-10-01,9.978,2.32644,4.2
CMS.N,2017-07-01,-15.128,2.301898,4.3
CMS.N,2017-04-01,5.03,2.394592,4.4
CMS.N,2017-01-01,0.173,2.431507,4.7
CMS.N,2016-10-01,13.177,1.606498,4.9
CMS.N,2016-07-01,25.558,1.491713,4.8
CMS.N,2016-04-01,0.758,1.829833,5.1
CMS.N,2016-01-01,1.002,2.304994,4.8
CMS.N,2015-10-01,7.651,,5.0
CMS.N,2015-07-01,-14.163,,5.2
CMS.N,2015-04-01,6.913,,5.4
CMS.N,2015-01-01,-2.507,,5.7
CMS.N,2014-10-01,-3.394,,5.7
CMS.N,2014-07-01,10.205,,6.2
CMS.N,2014-04-01,3.693,,6.2
CMS.N,2014-01-01,0.475,,6.6
CMS.N,2013-10-01,-0.742,,7.2
CMS.N,2013-07-01,-4.605,,7.3
CMS.N,2013-04-01,4.331,,7.6
CMS.N,2013-01-01,5.843,,8.0
HPE.N,2022-07-01,0.081,3.747421,3.5
HPE.N,2022-04-01,-2.696,3.092855,3.6
HPE.N,2022-01-01,15.077,2.325202,4.0
HPE.N,2021-10-01,7.589,1.515266,4.5
HPE.N,2021-07-01,10.792,1.527139,5.4
HPE.N,2021-04-01,9.433,1.444323,6.1
HPE.N,2021-01-01,26.009,1.745787,6.3
HPE.N,2020-10-01,9.995,0.926432,6.9
HPE.N,2020-07-01,40.062,0.677434,10.2
HPE.N,2020-04-01,-24.315,0.638068,14.7
HPE.N,2020-01-01,0.526,0.671282,3.5
HPE.N,2019-10-01,6.775,1.917061,3.6
HPE.N,2019-07-01,11.519,1.673179,3.7
HPE.N,2019-04-01,14.82,1.999952,3.6
HPE.N,2019-01-01,20.361,2.413881,4.0
HPE.N,2018-10-01,5.783,2.691309,3.8
HPE.N,2018-07-01,18.675,3.055485,3.8
HPE.N,2018-04-01,10.494,2.851013,4.0
HPE.N,2018-01-01,52.466,2.744341,4.0
HPE.N,2017-10-01,9.607,2.41084,4.2
HPE.N,2017-07-01,16.198,2.32644,4.3
HPE.N,2017-04-01,-0.261,2.301898,4.4
HPE.N,2017-01-01,1.5,2.394592,4.7
HPE.N,2016-10-01,0.84,2.431507,4.9
HPE.N,2016-07-01,10.122,1.606498,4.8
HPE.N,2016-04-01,0.97,1.491713,5.1
HPE.N,2016-01-01,3.025,1.829833,4.8
HPE.N,2015-10-01,0.386,,5.0
HPE.N,2015-07-01,,,5.2
HPE.N,2015-04-01,,,5.4
HPE.N,2015-01-01,,,5.7
HPE.N,2014-10-01,,,5.7
HPE.N,2014-07-01,,,6.2
HPE.N,2014-04-01,,,6.2
HPE.N,2014-01-01,,,6.6
HPE.N,2013-10-01,,,7.2
HPE.N,2013-07-01,,,7.3
HPE.N,2013-04-01,,,7.6
HPE.N,2013-01-01,,,8.0
HPE.N,2012-10-01,,,
RHI.N,2022-10-01,-6.178,3.747421,3.7
RHI.N,2022-07-01,0.729,3.092855,3.5
RHI.N,2022-04-01,4.122,2.325202,3.6
RHI.N,2022-01-01,4.426,1.515266,4.0
RHI.N,2021-10-01,9.033,1.527139,4.5
RHI.N,2021-07-01,26.727,1.444323,5.4
RHI.N,2021-04-01,24.353,1.745787,6.1
RHI.N,2021-01-01,22.987,0.926432,6.3
RHI.N,2020-10-01,14.923,0.677434,6.9
RHI.N,2020-07-01,11.205,0.638068,10.2
RHI.N,2020-04-01,2.72,0.671282,14.7
RHI.N,2020-01-01,0.0,1.917061,3.5
RHI.N,2019-10-01,1.036,1.673179,3.6
RHI.N,2019-07-01,-0.043,1.999952,3.7
RHI.N,2019-04-01,-2.232,2.413881,3.6
RHI.N,2019-01-01,3.958,2.691309,4.0
RHI.N,2018-10-01,3.929,3.055485,3.8
RHI.N,2018-07-01,4.277,2.851013,3.8
RHI.N,2018-04-01,8.348,2.744341,4.0
RHI.N,2018-01-01,28.527,2.41084,4.0
RHI.N,2017-10-01,-2.323,2.32644,4.2
RHI.N,2017-07-01,-2.773,2.301898,4.3
RHI.N,2017-04-01,6.081,2.394592,4.4
RHI.N,2017-01-01,-4.857,2.431507,4.7
RHI.N,2016-10-01,0.151,1.606498,4.9
RHI.N,2016-07-01,-3.179,1.491713,4.8
RHI.N,2016-04-01,-0.411,1.829833,5.1
RHI.N,2016-01-01,1.305,2.304994,4.8
RHI.N,2015-10-01,-0.127,,5.0
RHI.N,2015-07-01,1.362,,5.2
RHI.N,2015-04-01,3.007,,5.4
RHI.N,2015-01-01,2.277,,5.7
RHI.N,2014-10-01,8.223,,5.7
RHI.N,2014-07-01,5.538,,6.2
RHI.N,2014-04-01,3.126,,6.2
RHI.N,2014-01-01,1.729,,6.6
RHI.N,2013-10-01,0.192,,7.2
RHI.N,2013-07-01,6.113,,7.3
RHI.N,2013-04-01,-2.653,,7.6
RHI.N,2013-01-01,2.785,,8.0
BDX.N,2022-10-01,0.274,3.747421,3.7
BDX.N,2022-07-01,6.482,3.092855,3.5
BDX.N,2022-04-01,6.385,2.325202,3.6
BDX.N,2022-01-01,27.601,1.515266,4.0
BDX.N,2021-10-01,5.453,1.527139,4.5
BDX.N,2021-07-01,12.237,1.444323,5.4
BDX.N,2021-04-01,4.954,1.745787,6.1
BDX.N,2021-01-01,46.227,0.926432,6.3
BDX.N,2020-10-01,10.566,0.677434,6.9
BDX.N,2020-07-01,7.827,0.638068,10.2
BDX.N,2020-04-01,9.847,0.671282,14.7
BDX.N,2020-01-01,0.898,1.917061,3.5
BDX.N,2019-10-01,0.246,1.673179,3.6
BDX.N,2019-07-01,1.098,1.999952,3.7
BDX.N,2019-04-01,0.427,2.413881,3.6
BDX.N,2019-01-01,3.322,2.691309,4.0
BDX.N,2018-10-01,0.114,3.055485,3.8
BDX.N,2018-07-01,1.684,2.851013,3.8
BDX.N,2018-04-01,0.761,2.744341,4.0
BDX.N,2018-01-01,3.071,2.41084,4.0
BDX.N,2017-10-01,1.124,2.32644,4.2
BDX.N,2017-07-01,0.737,2.301898,4.3
BDX.N,2017-04-01,2.941,2.394592,4.4
BDX.N,2017-01-01,10.009,2.431507,4.7
BDX.N,2016-10-01,2.107,1.606498,4.9
BDX.N,2016-07-01,6.606,1.491713,4.8
BDX.N,2016-04-01,8.078,1.829833,5.1
BDX.N,2016-01-01,6.318,2.304994,4.8
BDX.N,2015-10-01,2.139,,5.0
BDX.N,2015-07-01,2.149,,5.2
BDX.N,2015-04-01,5.057,,5.4
BDX.N,2015-01-01,6.844,,5.7
BDX.N,2014-10-01,1.572,,5.7
BDX.N,2014-07-01,0.552,,6.2
BDX.N,2014-04-01,1.721,,6.2
BDX.N,2014-01-01,5.3,,6.6
BDX.N,2013-10-01,5.306,,7.2
BDX.N,2013-07-01,4.081,,7.3
BDX.N,2013-04-01,2.837,,7.6
BDX.N,2013-01-01,9.245,,8.0
AAP.N,2022-07-01,-0.528,3.747421,3.5
AAP.N,2022-04-01,-0.593,3.092855,3.6
AAP.N,2022-01-01,5.084,2.325202,4.0
AAP.N,2021-10-01,11.788,1.515266,4.5
AAP.N,2021-07-01,11.718,1.527139,5.4
AAP.N,2021-04-01,8.288,1.444323,6.1
AAP.N,2021-01-01,-5.0,1.745787,6.3
AAP.N,2020-10-01,5.649,0.926432,6.9
AAP.N,2020-07-01,47.255,0.677434,10.2
AAP.N,2020-04-01,-47.435,0.638068,14.7
AAP.N,2020-01-01,21.699,0.671282,3.5
AAP.N,2019-10-01,2.335,1.917061,3.6
AAP.N,2019-07-01,-9.344,1.673179,3.7
AAP.N,2019-04-01,4.701,1.999952,3.6
AAP.N,2019-01-01,3.439,2.413881,4.0
AAP.N,2018-10-01,7.953,2.691309,3.8
AAP.N,2018-07-01,6.053,3.055485,3.8
AAP.N,2018-04-01,6.679,2.851013,4.0
AAP.N,2018-01-01,21.955,2.744341,4.0
AAP.N,2017-10-01,18.48,2.41084,4.2
AAP.N,2017-07-01,-4.267,2.32644,4.3
AAP.N,2017-04-01,-26.303,2.301898,4.4
AAP.N,2017-01-01,-7.937,2.394592,4.7
AAP.N,2016-10-01,1.482,2.431507,4.9
AAP.N,2016-07-01,-10.311,1.606498,4.8
AAP.N,2016-04-01,-3.328,1.491713,5.1
AAP.N,2016-01-01,1.448,1.829833,4.8
AAP.N,2015-10-01,-6.522,2.304994,5.0
AAP.N,2015-07-01,1.044,,5.2
AAP.N,2015-04-01,-3.788,,5.4
AAP.N,2015-01-01,4.368,,5.7
AAP.N,2014-10-01,0.826,,5.7
AAP.N,2014-07-01,3.415,,6.2
AAP.N,2014-04-01,4.211,,6.2
AAP.N,2014-01-01,-14.686,,6.6
AAP.N,2013-10-01,1.35,,7.2
AAP.N,2013-07-01,7.242,,7.3
AAP.N,2013-04-01,1.918,,7.6
AAP.N,2013-01-01,17.099,,8.0
AAP.N,2012-10-01,-0.041,,
MGM.N,2022-10-01,-684.257,3.747421,3.7
MGM.N,2022-07-01,-87.083,3.092855,3.5
MGM.N,2022-04-01,111.299,2.325202,3.6
MGM.N,2022-01-01,477.478,1.515266,4.0
MGM.N,2021-10-01,318.75,1.527139,4.5
MGM.N,2021-07-01,57.297,1.444323,5.4
MGM.N,2021-04-01,18.998,1.745787,6.1
MGM.N,2021-01-01,-0.758,0.926432,6.3
MGM.N,2020-10-01,-3.779,0.677434,6.9
MGM.N,2020-07-01,1.643,0.638068,10.2
MGM.N,2020-04-01,-32.731,0.671282,14.7
MGM.N,2020-01-01,-69.615,1.917061,3.5
MGM.N,2019-10-01,-127.491,1.673179,3.6
MGM.N,2019-07-01,-35.646,1.999952,3.7
MGM.N,2019-04-01,-76.415,2.413881,3.6
MGM.N,2019-01-01,-145.6,2.691309,4.0
MGM.N,2018-10-01,28.921,3.055485,3.8
MGM.N,2018-07-01,-10.613,2.851013,3.8
MGM.N,2018-04-01,14.691,2.744341,4.0
MGM.N,2018-01-01,-100.0,2.41084,4.0
MGM.N,2017-10-01,-1.007,2.32644,4.2
MGM.N,2017-07-01,1.29,2.301898,4.3
MGM.N,2017-04-01,29.252,2.394592,4.4
MGM.N,2017-01-01,-47.793,2.431507,4.7
MGM.N,2016-10-01,219.797,1.606498,4.9
MGM.N,2016-07-01,32.979,1.491713,4.8
MGM.N,2016-04-01,11.39,1.829833,5.1
MGM.N,2016-01-01,-177.63,2.304994,4.8
MGM.N,2015-10-01,222.275,,5.0
MGM.N,2015-07-01,56.725,,5.2
MGM.N,2015-04-01,144.553,,5.4
MGM.N,2015-01-01,-1253.783,,5.7
MGM.N,2014-10-01,-167.981,,5.7
MGM.N,2014-07-01,110.365,,6.2
MGM.N,2014-04-01,149.858,,6.2
MGM.N,2014-01-01,-1014.206,,6.6
MGM.N,2013-10-01,175.075,,7.2
MGM.N,2013-07-01,300.0,,7.3
MGM.N,2013-04-01,128.893,,7.6
MGM.N,2013-01-01,-3.158,,8.0
ALGN.OQ,2022-10-01,-37.646,3.747421,3.7
ALGN.OQ,2022-07-01,-10.193,3.092855,3.5
ALGN.OQ,2022-04-01,-4.195,2.325202,3.6
ALGN.OQ,2022-01-01,4.306,1.515266,4.0
ALGN.OQ,2021-10-01,10.473,1.527139,4.5
ALGN.OQ,2021-07-01,20.052,1.444323,5.4
ALGN.OQ,2021-04-01,23.328,1.745787,6.1
ALGN.OQ,2021-01-01,21.995,0.926432,6.3
ALGN.OQ,2020-10-01,252.113,0.677434,6.9
ALGN.OQ,2020-07-01,-491.883,0.638068,10.2
ALGN.OQ,2020-04-01,-59.295,0.671282,14.7
ALGN.OQ,2020-01-01,9.575,1.917061,3.5
ALGN.OQ,2019-10-01,12.676,1.673179,3.6
ALGN.OQ,2019-07-01,-12.064,1.999952,3.7
ALGN.OQ,2019-04-01,41.329,2.413881,3.6
ALGN.OQ,2019-01-01,4.052,2.691309,4.0
ALGN.OQ,2018-10-01,4.009,3.055485,3.8
ALGN.OQ,2018-07-01,19.526,2.851013,3.8
ALGN.OQ,2018-04-01,19.915,2.744341,4.0
ALGN.OQ,2018-01-01,24.207,2.41084,4.0
ALGN.OQ,2017-10-01,23.885,2.32644,4.2
ALGN.OQ,2017-07-01,16.869,2.301898,4.3
ALGN.OQ,2017-04-01,-11.555,2.394592,4.4
ALGN.OQ,2017-01-01,1.044,2.431507,4.7
ALGN.OQ,2016-10-01,22.695,1.606498,4.9
ALGN.OQ,2016-07-01,30.137,1.491713,4.8
ALGN.OQ,2016-04-01,26.727,1.829833,5.1
ALGN.OQ,2016-01-01,15.255,2.304994,4.8
ALGN.OQ,2015-10-01,8.751,,5.0
ALGN.OQ,2015-07-01,4.698,,5.2
ALGN.OQ,2015-04-01,20.915,,5.4
ALGN.OQ,2015-01-01,-1.804,,5.7
ALGN.OQ,2014-10-01,9.196,,5.7
ALGN.OQ,2014-07-01,11.494,,6.2
ALGN.OQ,2014-04-01,10.673,,6.2
ALGN.OQ,2014-01-01,18.773,,6.6
ALGN.OQ,2013-10-01,39.47,,7.2
ALGN.OQ,2013-07-01,28.898,,7.3
ALGN.OQ,2013-04-01,15.983,,7.6
ALGN.OQ,2013-01-01,21.545,,8.0
SRE.N,2022-07-01,12.543,3.747421,3.5
SRE.N,2022-04-01,5.159,3.092855,3.6
SRE.N,2022-01-01,8.024,2.325202,4.0
SRE.N,2021-10-01,-0.143,1.515266,4.5
SRE.N,2021-07-01,2.58,1.527139,5.4
SRE.N,2021-04-01,8.974,1.444323,6.1
SRE.N,2021-01-01,21.862,1.745787,6.3
SRE.N,2020-10-01,-13.773,0.926432,6.9
SRE.N,2020-07-01,10.184,0.677434,10.2
SRE.N,2020-04-01,36.486,0.638068,14.7
SRE.N,2020-01-01,4.73,0.671282,3.5
SRE.N,2019-10-01,2.167,1.917061,3.6
SRE.N,2019-07-01,-5.262,1.673179,3.7
SRE.N,2019-04-01,14.188,1.999952,3.6
SRE.N,2019-01-01,6.84,2.413881,4.0
SRE.N,2018-10-01,9.101,2.691309,3.8
SRE.N,2018-07-01,13.701,3.055485,3.8
SRE.N,2018-04-01,-11.868,2.851013,4.0
SRE.N,2018-01-01,9.127,2.744341,4.0
SRE.N,2017-10-01,-1.235,2.41084,4.2
SRE.N,2017-07-01,28.031,2.32644,4.3
SRE.N,2017-04-01,4.305,2.301898,4.4
SRE.N,2017-01-01,2.325,2.394592,4.7
SRE.N,2016-10-01,6.553,2.431507,4.9
SRE.N,2016-07-01,-18.626,1.606498,4.8
SRE.N,2016-04-01,-11.339,1.491713,5.1
SRE.N,2016-01-01,11.617,1.829833,4.8
SRE.N,2015-10-01,13.379,2.304994,5.0
SRE.N,2015-07-01,2.829,,5.2
SRE.N,2015-04-01,23.995,,5.4
SRE.N,2015-01-01,13.484,,5.7
SRE.N,2014-10-01,12.179,,5.7
SRE.N,2014-07-01,-4.294,,6.2
SRE.N,2014-04-01,7.947,,6.2
SRE.N,2014-01-01,15.851,,6.6
SRE.N,2013-10-01,-2.274,,7.2
SRE.N,2013-07-01,-20.535,,7.3
SRE.N,2013-04-01,-17.641,,7.6
SRE.N,2013-01-01,12.63,,8.0
SRE.N,2012-10-01,32.834,,
REGN.OQ,2022-10-01,17.558,3.747421,3.7
REGN.OQ,2022-07-01,10.493,3.092855,3.5
REGN.OQ,2022-04-01,-8.293,2.325202,3.6
REGN.OQ,2022-01-01,16.211,1.515266,4.0
REGN.OQ,2021-10-01,42.216,1.527139,4.5
REGN.OQ,2021-07-01,47.202,1.444323,5.4
REGN.OQ,2021-04-01,9.874,1.745787,6.1
REGN.OQ,2021-01-01,13.548,0.926432,6.3
REGN.OQ,2020-10-01,17.163,0.677434,6.9
REGN.OQ,2020-07-01,19.668,0.638068,10.2
REGN.OQ,2020-04-01,7.637,0.671282,14.7
REGN.OQ,2020-01-01,8.593,1.917061,3.5
REGN.OQ,2019-10-01,4.842,1.673179,3.6
REGN.OQ,2019-07-01,11.336,1.999952,3.7
REGN.OQ,2019-04-01,-18.699,2.413881,3.6
REGN.OQ,2019-01-01,22.175,2.691309,4.0
REGN.OQ,2018-10-01,14.357,3.055485,3.8
REGN.OQ,2018-07-01,16.053,2.851013,3.8
REGN.OQ,2018-04-01,7.289,2.744341,4.0
REGN.OQ,2018-01-01,15.527,2.41084,4.0
REGN.OQ,2017-10-01,3.66,2.32644,4.2
REGN.OQ,2017-07-01,31.647,2.301898,4.3
REGN.OQ,2017-04-01,-4.615,2.394592,4.4
REGN.OQ,2017-01-01,0.411,2.431507,4.7
REGN.OQ,2016-10-01,15.64,1.606498,4.9
REGN.OQ,2016-07-01,6.439,1.491713,4.8
REGN.OQ,2016-04-01,-0.43,1.829833,5.1
REGN.OQ,2016-01-01,-15.738,2.304994,4.8
REGN.OQ,2015-10-01,8.59,,5.0
REGN.OQ,2015-07-01,4.276,,5.2
REGN.OQ,2015-04-01,7.363,,5.4
REGN.OQ,2015-01-01,-0.919,,5.7
REGN.OQ,2014-10-01,-2.098,,5.7
REGN.OQ,2014-07-01,7.625,,6.2
REGN.OQ,2014-04-01,2.727,,6.2
REGN.OQ,2014-01-01,-12.472,,6.6
REGN.OQ,2013-10-01,38.215,,7.2
REGN.OQ,2013-07-01,-9.944,,7.3
REGN.OQ,2013-04-01,-7.988,,7.6
REGN.OQ,2013-01-01,10.977,,8.0
EFX.N,2022-10-01,6.438,3.747421,3.7
EFX.N,2022-07-01,4.409,3.092855,3.5
EFX.N,2022-04-01,3.713,2.325202,3.6
EFX.N,2022-01-01,1.594,1.515266,4.0
EFX.N,2021-10-01,7.554,1.527139,4.5
EFX.N,2021-07-01,15.601,1.444323,5.4
EFX.N,2021-04-01,27.14,1.745787,6.1
EFX.N,2021-01-01,9.463,0.926432,6.3
EFX.N,2020-10-01,16.98,0.677434,6.9
EFX.N,2020-07-01,23.3,0.638068,10.2
EFX.N,2020-04-01,8.754,0.671282,14.7
EFX.N,2020-01-01,2.547,1.917061,3.5
