,Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise
1019,BLK.N,2022-01-14 06:31:00+00:00,10.42,10.1639,2.52
1020,BLK.N,2021-10-13 06:16:00+00:00,10.95,9.34656,17.155
1021,HII.N,2023-02-09 07:21:00+00:00,3.07,3.29346,-6.785
1022,HII.N,2022-11-03 07:22:00+00:00,3.44,3.4202,0.579
1023,HII.N,2022-08-04 07:15:00+00:00,4.44,3.34625,32.686
1024,HII.N,2022-05-05 07:34:00+00:00,3.5,3.19,9.718
1025,HII.N,2022-02-10 07:15:00+00:00,2.99,2.97333,0.561
1026,HII.N,2021-11-04 07:15:00+00:00,3.65,2.98889,22.119
1027,CVS.N,2023-02-08 06:30:00+00:00,1.99,1.92305,3.481
1028,CVS.N,2022-11-02 06:30:00+00:00,2.09,1.99229,4.904
1029,CVS.N,2022-08-03 06:30:00+00:00,2.4,2.17378,10.407
1030,CVS.N,2022-05-04 06:32:00+00:00,2.22,2.1539,3.069
1031,CVS.N,2022-02-09 06:30:00+00:00,1.98,1.92987,2.598
1032,CVS.N,2021-11-03 06:41:00+00:00,1.97,1.77777,10.813
1033,PH.N,2023-02-02 07:30:00+00:00,4.76,4.46028,6.72
1034,PH.N,2022-11-03 07:30:00+00:00,4.74,4.16529,13.798
1035,PH.N,2022-08-04 07:30:00+00:00,5.16,4.67406,10.397
1036,PH.N,2022-05-05 07:30:00+00:00,4.83,4.64944,3.884
1037,PH.N,2022-02-03 07:30:00+00:00,4.46,3.91181,14.014
1038,PH.N,2021-11-04 07:30:00+00:00,4.26,3.6838,15.642
1039,NSC.N,2023-01-25 08:00:00+00:00,3.42,3.43962,-0.57
1040,NSC.N,2022-10-26 08:15:00+00:00,4.1,3.63569,12.771
1041,NSC.N,2022-07-27 08:00:00+00:00,3.45,3.46832,-0.528
1042,NSC.N,2022-04-27 08:00:00+00:00,2.93,2.9184,0.398
1043,NSC.N,2022-01-26 08:00:00+00:00,3.12,3.03796,2.701
1044,NSC.N,2021-10-27 08:00:00+00:00,3.06,2.90883,5.197
1045,MSFT.OQ,2023-01-24 16:04:00+00:00,2.32,2.29489,1.094
1046,MSFT.OQ,2022-10-25 16:02:00+00:00,2.35,2.30275,2.052
1047,MSFT.OQ,2022-07-26 16:09:00+00:00,2.23,2.29273,-2.736
1048,MSFT.OQ,2022-04-26 16:04:00+00:00,2.22,2.18514,1.595
1049,MSFT.OQ,2022-01-25 16:04:00+00:00,2.48,2.31228,7.253
1050,MSFT.OQ,2021-10-26 16:05:00+00:00,2.27,2.07482,9.407
1051,HWM.N,2023-02-14 07:00:00+00:00,0.38,0.37923,0.203
1052,HWM.N,2022-10-31 07:00:00+00:00,0.36,0.358,0.559
1053,HWM.N,2022-08-04 07:00:00+00:00,0.35,0.32769,6.808
1054,HWM.N,2022-05-03 07:00:00+00:00,0.31,0.29308,5.773
1055,HWM.N,2022-02-02 07:00:00+00:00,0.3,0.28833,4.047
1056,HWM.N,2021-11-04 07:00:00+00:00,0.27,0.253,6.719
1057,BAX.N,2023-02-09 07:15:00+00:00,0.88,0.93785,-6.168
1058,BAX.N,2022-10-27 07:25:00+00:00,0.82,0.815,0.614
1059,BAX.N,2022-07-28 07:15:00+00:00,0.87,0.87325,-0.372
1060,BAX.N,2022-04-28 07:15:00+00:00,0.93,0.80146,16.038
1061,BAX.N,2022-02-17 07:15:00+00:00,1.04,1.02887,1.082
1062,BAX.N,2021-10-28 07:15:00+00:00,1.02,0.93794,8.749
1063,HUM.N,2023-02-01 06:30:00+00:00,1.62,1.4597,10.982
1064,HUM.N,2022-11-02 06:34:00+00:00,6.88,6.28322,9.498
1065,HUM.N,2022-07-27 06:30:00+00:00,8.67,7.6691,13.051
1066,HUM.N,2022-04-27 06:30:00+00:00,8.04,6.78335,18.526
1067,HUM.N,2022-02-02 06:30:00+00:00,1.24,1.15496,7.363
1068,HUM.N,2021-11-03 06:30:00+00:00,4.83,4.65636,3.729
1069,ZBH.N,2023-02-03 06:30:00+00:00,1.88,1.82663,2.922
1070,ZBH.N,2022-11-02 06:30:00+00:00,1.58,1.555,1.608
1071,ZBH.N,2022-08-02 06:30:00+00:00,1.82,1.64548,10.606
1072,ZBH.N,2022-05-03 06:32:00+00:00,1.61,1.40835,14.318
1073,ZBH.N,2022-02-07 06:39:00+00:00,1.95,1.97763,-1.397
1074,ZBH.N,2021-11-04 06:30:00+00:00,1.81,1.75689,3.023
1075,TDY.N,2023-01-25 06:55:00+00:00,4.94,4.54375,8.721
1076,TDY.N,2022-10-26 06:55:00+00:00,4.54,4.29433,5.721
1077,TDY.N,2022-07-27 06:55:00+00:00,4.43,4.38143,1.109
1078,TDY.N,2022-04-27 07:52:00+00:00,4.27,3.9675,7.624
1079,TDY.N,2022-01-27 07:38:00+00:00,4.56,4.21625,8.153
1080,TDY.N,2021-10-27 06:55:00+00:00,4.34,3.68571,17.752
1081,GILD.OQ,2023-02-02 16:01:00+00:00,1.67,1.495,11.706
1082,GILD.OQ,2022-10-27 16:10:00+00:00,1.9,1.42565,33.273
1083,GILD.OQ,2022-08-02 16:01:00+00:00,1.58,1.51626,4.204
1084,GILD.OQ,2022-04-28 16:02:00+00:00,2.12,1.80729,17.303
1085,GILD.OQ,2022-02-01 16:02:00+00:00,0.69,1.59252,-56.672
1086,GILD.OQ,2021-10-28 16:02:00+00:00,2.65,1.7492,51.498
1087,EPAM.N,2023-02-16 06:00:00+00:00,2.93,2.6782,9.402
1088,EPAM.N,2022-11-03 06:00:00+00:00,3.1,2.53023,22.519
1089,EPAM.N,2022-08-04 06:00:00+00:00,2.38,1.72146,38.255
1090,EPAM.N,2022-05-05 06:02:00+00:00,2.49,1.76829,40.814
1091,EPAM.N,2022-02-17 06:00:00+00:00,2.76,2.51243,9.854
1092,EPAM.N,2021-11-04 06:01:00+00:00,2.42,2.2202,8.999
1093,CMA.N,2023-01-19 06:44:00+00:00,2.58,2.54932,1.204
1094,CMA.N,2022-10-19 06:44:00+00:00,2.6,2.56811,1.242
1095,CMA.N,2022-07-20 06:38:00+00:00,1.92,1.7818,7.756
1096,CMA.N,2022-04-20 06:40:00+00:00,1.37,1.37819,-0.594
1097,CMA.N,2022-01-19 08:00:00+00:00,1.66,1.58338,4.839
1098,CMA.N,2021-10-20 06:36:00+00:00,1.9,1.64046,15.821
1099,NOC.N,2023-01-26 06:33:00+00:00,7.5,6.57495,14.069
1100,NOC.N,2022-10-27 06:35:00+00:00,5.89,6.11178,-3.629
1101,NOC.N,2022-07-28 06:38:00+00:00,6.39,6.10286,4.705
1102,NOC.N,2022-04-28 06:39:00+00:00,6.1,5.96177,2.319
1103,NOC.N,2022-01-27 06:43:00+00:00,6.0,5.96059,0.661
1104,NOC.N,2021-10-28 06:42:00+00:00,6.63,5.99133,10.66
1105,PNW.N,2022-11-03 08:40:00+00:00,2.88,2.6036,10.616
1106,PNW.N,2022-08-03 08:40:00+00:00,1.45,1.31573,10.205
1107,PNW.N,2022-05-04 08:40:00+00:00,0.15,0.05992,150.334
1108,PNW.N,2022-02-25 08:49:00+00:00,0.24,0.0568,322.535
1109,PNW.N,2021-11-05 08:40:00+00:00,3.0,2.785,7.72
1110,PNW.N,2021-08-05 08:37:00+00:00,1.91,1.6475,15.933
1111,BFb.N,2022-12-07 08:00:00+00:00,0.47,0.54933,-14.441
1112,BFb.N,2022-08-31 08:00:00+00:00,0.52,0.47192,10.188
1113,BFb.N,2022-06-08 08:00:00+00:00,0.31,0.26821,15.581
1114,BFb.N,2022-03-03 07:45:00+00:00,0.54,0.47543,13.581
1115,BFb.N,2021-12-08 07:32:00+00:00,0.49,0.52586,-6.819
1116,BFb.N,2021-09-01 07:45:00+00:00,0.4,0.39307,1.763
1117,DE.N,2023-02-17 06:10:00+00:00,6.55,5.56529,17.694
1118,DE.N,2022-11-23 06:08:00+00:00,7.44,7.10825,4.667
1119,DE.N,2022-08-19 06:45:00+00:00,6.16,6.68716,-7.883
1120,DE.N,2022-05-20 06:45:00+00:00,6.81,6.7065,1.543
1121,DE.N,2022-02-18 06:12:00+00:00,2.92,2.26472,28.934
1122,DE.N,2021-11-24 06:47:00+00:00,4.12,3.89906,5.667
1123,HSY.N,2023-02-02 06:45:00+00:00,2.02,1.77268,13.952
1124,HSY.N,2022-11-04 06:45:00+00:00,2.17,2.10256,3.208
1125,HSY.N,2022-07-28 06:45:00+00:00,1.8,1.68994,6.513
1126,HSY.N,2022-04-28 06:59:00+00:00,2.53,2.09833,20.572
1127,HSY.N,2022-02-03 06:45:00+00:00,1.69,1.61506,4.64
1128,HSY.N,2021-10-28 06:45:00+00:00,2.1,2.0084,4.561
1129,GL.N,2023-02-01 16:10:00+00:00,2.24,2.16856,3.294
1130,GL.N,2022-10-26 16:34:00+00:00,2.15,2.10067,2.348
1131,GL.N,2022-07-27 16:10:00+00:00,2.07,2.05363,0.797
1132,GL.N,2022-04-20 16:27:00+00:00,1.7,1.721,-1.22
1133,GL.N,2022-02-02 16:39:00+00:00,1.7,1.76278,-3.561
1134,GL.N,2021-10-20 16:52:00+00:00,1.78,1.88757,-5.699
1135,SLB.N,2023-01-20 06:50:00+00:00,0.71,0.68183,4.131
1136,SLB.N,2022-10-21 06:50:00+00:00,0.63,0.55138,14.259
1137,SLB.N,2022-07-22 06:50:00+00:00,0.5,0.39968,25.1
1138,SLB.N,2022-04-22 06:50:00+00:00,0.34,0.32523,4.541
1139,SLB.N,2022-01-21 06:50:00+00:00,0.41,0.38904,5.388
1140,SLB.N,2021-10-22 06:50:00+00:00,0.36,0.35589,1.155
1141,AWK.N,2023-02-15 16:36:00+00:00,0.73,0.77875,-6.26
1142,AWK.N,2022-10-31 16:34:00+00:00,1.63,1.513,7.733
1143,AWK.N,2022-07-27 16:35:00+00:00,1.2,1.15667,3.746
1144,AWK.N,2022-04-27 16:36:00+00:00,0.87,0.7676,13.34
1145,AWK.N,2022-02-16 16:36:00+00:00,0.59,0.85333,-30.859
1146,AWK.N,2021-11-02 16:34:00+00:00,1.53,1.52833,0.109
1147,PKG.N,2023-01-25 17:14:00+00:00,2.35,2.226,5.571
1148,PKG.N,2022-10-24 16:30:00+00:00,2.83,2.813,0.604
1149,PKG.N,2022-07-25 17:01:00+00:00,3.23,2.8538,13.182
1150,PKG.N,2022-04-25 16:18:00+00:00,2.72,2.515,8.151
1151,PKG.N,2022-01-26 17:41:00+00:00,2.76,2.0683,33.443
1152,PKG.N,2021-10-25 17:29:00+00:00,2.69,2.3414,14.889
1153,FLT.N,2023-02-08 16:05:00+00:00,4.04,3.93175,2.753
1154,FLT.N,2022-11-02 16:05:00+00:00,4.24,4.1832,1.358
1155,FLT.N,2022-08-03 16:21:00+00:00,4.17,3.82418,9.043
1156,FLT.N,2022-05-05 16:06:00+00:00,3.65,3.53129,3.362
1157,FLT.N,2022-02-08 16:31:00+00:00,3.72,3.59631,3.439
1158,FLT.N,2021-11-03 16:05:00+00:00,3.52,3.48106,1.119
1159,ADI.OQ,2023-02-15 07:00:00+00:00,2.75,2.60152,5.707
1160,ADI.OQ,2022-11-22 07:00:00+00:00,2.73,2.582,5.732
1161,ADI.OQ,2022-08-17 06:59:00+00:00,2.52,2.43155,3.638
1162,ADI.OQ,2022-05-18 07:00:00+00:00,2.4,2.10618,13.95
1163,ADI.OQ,2022-02-16 07:00:00+00:00,1.94,1.77655,9.2
1164,ADI.OQ,2021-11-23 07:00:00+00:00,1.73,1.70005,1.762
1165,MMC.N,2023-01-26 07:00:00+00:00,1.47,1.41017,4.243
1166,MMC.N,2022-10-20 07:11:00+00:00,1.18,1.14388,3.158
1167,MMC.N,2022-07-21 07:00:00+00:00,1.89,1.86347,1.424
1168,MMC.N,2022-04-21 07:18:00+00:00,2.3,2.144,7.276
1169,MMC.N,2022-01-27 07:00:00+00:00,1.36,1.34169,1.365
1170,MMC.N,2021-10-21 07:04:00+00:00,1.08,0.984,9.756
1171,IT.N,2023-02-07 06:00:00+00:00,3.7,2.50389,47.77
1172,IT.N,2022-11-01 06:00:00+00:00,2.41,1.87078,28.823
1173,IT.N,2022-08-02 06:00:00+00:00,2.85,2.13456,33.517
1174,IT.N,2022-05-03 06:00:00+00:00,2.33,1.74738,33.343
1175,IT.N,2022-02-08 06:00:00+00:00,2.99,2.41671,23.722
1176,IT.N,2021-11-02 06:00:00+00:00,2.03,1.5555,30.505
1177,ECL.N,2023-02-14 08:00:00+00:00,1.27,1.25352,1.315
1178,ECL.N,2022-11-01 08:00:00+00:00,1.3,1.31262,-0.961
1179,ECL.N,2022-07-26 08:30:00+00:00,1.1,1.09135,0.793
1180,ECL.N,2022-04-26 08:30:00+00:00,0.82,0.82047,-0.057
1181,ECL.N,2022-02-15 08:30:00+00:00,1.28,1.30995,-2.286
1182,ECL.N,2021-10-26 08:36:00+00:00,1.41,1.30275,8.233
1183,BXP.N,2023-01-31 18:26:00+00:00,0.78,0.65333,19.388
1184,BXP.N,2022-10-25 17:48:00+00:00,2.29,0.75,205.333
1185,BXP.N,2022-07-26 17:07:00+00:00,1.42,0.78,82.051
1186,BXP.N,2022-05-02 17:02:00+00:00,0.91,0.67167,35.483
1187,BXP.N,2022-01-25 17:48:00+00:00,1.18,0.502,135.06
1188,BXP.N,2021-10-26 17:15:00+00:00,0.69,0.628,9.873
1189,GE.N,2023-01-24 06:20:00+00:00,1.24,1.13494,9.257
1190,GE.N,2022-10-25 06:31:00+00:00,0.75,0.46478,61.367
1191,GE.N,2022-07-26 06:34:00+00:00,0.78,0.37528,107.845
1192,GE.N,2022-04-26 06:22:00+00:00,0.24,0.18842,27.375
1193,GE.N,2022-01-25 06:23:00+00:00,0.92,0.84611,8.733
1194,GE.N,2021-10-26 06:20:00+00:00,0.57,0.4278,33.24
1195,ED.N,2023-02-16 16:45:00+00:00,0.81,0.79783,1.525
1196,ED.N,2022-11-03 16:41:00+00:00,1.63,1.46139,11.538
1197,ED.N,2022-08-04 16:46:00+00:00,0.64,0.58646,9.129
1198,ED.N,2022-05-05 20:28:00+00:00,1.47,1.48207,-0.814
1199,ED.N,2022-02-17 17:25:00+00:00,1.0,0.85192,17.382
1200,ED.N,2021-11-04 17:08:00+00:00,1.41,1.4735,-4.31
1201,ALLE.N,2022-10-27 05:35:00+00:00,1.64,1.47331,11.314
1202,ALLE.N,2022-07-28 05:30:00+00:00,1.37,1.33471,2.644
1203,ALLE.N,2022-04-26 06:44:00+00:00,1.07,0.97564,9.672
1204,ALLE.N,2022-02-15 05:32:00+00:00,1.11,1.01557,9.298
1205,ALLE.N,2021-10-21 05:30:00+00:00,1.56,1.28667,21.243
1206,ALLE.N,2021-07-22 05:30:00+00:00,1.32,1.32355,-0.268
1207,OTIS.N,2023-02-01 06:11:00+00:00,0.75,0.738,1.626
1208,OTIS.N,2022-10-26 06:13:00+00:00,0.8,0.7826,2.223
1209,OTIS.N,2022-07-27 06:11:00+00:00,0.86,0.78363,9.746
1210,OTIS.N,2022-04-25 06:13:00+00:00,0.77,0.73575,4.655
1211,OTIS.N,2022-01-31 06:12:00+00:00,0.72,0.68056,5.795
1212,OTIS.N,2021-10-25 06:13:00+00:00,0.77,0.73111,5.319
1213,WFC.N,2023-01-13 06:57:00+00:00,0.61,0.66277,-7.962
1214,WFC.N,2022-10-14 06:53:00+00:00,1.3,1.09314,18.924
1215,WFC.N,2022-07-15 06:49:00+00:00,0.82,0.80077,2.401
1216,WFC.N,2022-04-14 06:58:00+00:00,0.88,0.80246,9.663
1217,WFC.N,2022-01-14 07:02:00+00:00,1.25,1.12836,10.78
1218,WFC.N,2021-10-14 07:01:00+00:00,1.22,0.99296,22.865
1219,CTVA.N,2023-02-01 17:00:00+00:00,0.16,0.05126,212.134
1220,CTVA.N,2022-11-03 17:00:00+00:00,-0.12,-0.22753,47.26
1221,CTVA.N,2022-08-04 17:00:00+00:00,1.64,1.45556,12.672
1222,CTVA.N,2022-05-04 17:17:00+00:00,0.97,0.81756,18.646
1223,CTVA.N,2022-02-02 17:00:00+00:00,0.08,0.08618,-7.167
1224,CTVA.N,2021-11-03 17:00:00+00:00,-0.14,-0.30735,54.449
1225,FTV.N,2023-02-01 07:30:00+00:00,0.88,0.84306,4.382
1226,FTV.N,2022-10-26 07:30:00+00:00,0.79,0.76137,3.76
1227,FTV.N,2022-07-28 07:30:00+00:00,0.78,0.7199,8.348
1228,FTV.N,2022-04-28 07:30:00+00:00,0.7,0.67926,3.053
1229,FTV.N,2022-02-03 07:30:00+00:00,0.79,0.77839,1.492
1230,FTV.N,2021-10-28 16:15:00+00:00,0.66,0.65047,1.465
1231,AEE.N,2023-02-15 16:30:00+00:00,0.63,0.5633,11.841
1232,AEE.N,2022-11-03 16:46:00+00:00,1.74,1.73758,0.139
1233,AEE.N,2022-08-04 16:43:00+00:00,0.8,0.83331,-3.997
1234,AEE.N,2022-05-05 17:00:00+00:00,0.97,0.97654,-0.67
1235,AEE.N,2022-02-17 16:30:00+00:00,0.48,0.4905,-2.141
1236,AEE.N,2021-11-03 16:30:00+00:00,1.65,1.60975,2.5
1237,PRU.N,2023-02-07 16:20:00+00:00,2.42,2.51394,-3.737
1238,PRU.N,2022-11-01 16:18:00+00:00,2.13,2.01506,5.704
1239,PRU.N,2022-08-02 16:18:00+00:00,1.74,2.32933,-25.3
1240,PRU.N,2022-05-03 16:18:00+00:00,3.17,2.70007,17.404
1241,PRU.N,2022-02-03 16:24:00+00:00,3.18,2.3572,34.906
1242,PRU.N,2021-11-02 16:18:00+00:00,3.78,2.73592,38.162
1243,DLTR.OQ,2022-11-22 07:30:00+00:00,1.2,1.181,1.609
1244,DLTR.OQ,2022-08-25 07:30:00+00:00,1.6,1.5883,0.737
1245,DLTR.OQ,2022-05-26 07:30:00+00:00,2.37,2.00313,18.315
1246,DLTR.OQ,2022-03-02 07:30:00+00:00,2.01,1.77113,13.487
1247,DLTR.OQ,2021-11-23 07:30:00+00:00,0.96,0.95644,0.372
1248,DLTR.OQ,2021-08-26 07:30:00+00:00,1.23,1.00296,22.637
1249,CF.N,2023-02-15 16:30:00+00:00,4.28,4.30221,-0.516
1250,CF.N,2022-11-02 16:30:00+00:00,2.27,3.33243,-31.882
1251,CF.N,2022-08-01 16:30:00+00:00,6.19,6.0285,2.679
1252,CF.N,2022-05-04 16:59:00+00:00,4.21,4.35273,-3.279
1253,CF.N,2022-02-15 16:30:00+00:00,3.27,3.54657,-7.798
1254,CF.N,2021-11-03 19:00:00+00:00,-0.86,0.99046,-186.828
1255,NEE.N,2023-01-25 07:30:00+00:00,0.51,0.49127,3.813
1256,NEE.N,2022-10-28 07:30:00+00:00,0.85,0.79962,6.301
1257,NEE.N,2022-07-22 07:30:00+00:00,0.81,0.7338,10.384
1258,NEE.N,2022-04-21 07:38:00+00:00,0.74,0.7105,4.152
1259,NEE.N,2022-01-25 07:30:00+00:00,0.41,0.39717,3.23
1260,NEE.N,2021-10-20 07:39:00+00:00,0.75,0.71477,4.929
1261,FMC.N,2023-02-07 16:30:00+00:00,2.37,2.32775,1.815
1262,FMC.N,2022-11-01 16:30:00+00:00,1.23,1.11944,9.876
1263,FMC.N,2022-08-02 16:34:00+00:00,1.93,1.88459,2.41
1264,FMC.N,2022-05-02 16:32:00+00:00,1.88,1.707,10.135
1265,FMC.N,2022-02-08 00:40:00+00:00,2.16,2.00607,7.673
1266,FMC.N,2021-11-02 16:30:00+00:00,1.43,1.32,8.333
1267,ILMN.OQ,2023-02-07 16:05:00+00:00,0.14,0.10394,34.693
1268,ILMN.OQ,2022-11-03 16:19:00+00:00,0.34,0.29793,14.121
1269,ILMN.OQ,2022-08-11 16:05:00+00:00,0.57,0.6478,-12.01
1270,ILMN.OQ,2022-05-05 16:05:00+00:00,1.07,0.89662,19.337
1271,ILMN.OQ,2022-02-10 16:05:00+00:00,0.75,0.49206,52.42
1272,ILMN.OQ,2021-11-04 16:31:00+00:00,1.45,1.13636,27.6
1273,KLAC.OQ,2023-01-26 16:05:00+00:00,7.38,7.0965,3.995
1274,KLAC.OQ,2022-10-26 16:05:00+00:00,7.06,6.20886,13.709
1275,KLAC.OQ,2022-07-28 16:05:00+00:00,5.81,5.50438,5.552
1276,KLAC.OQ,2022-04-28 16:05:00+00:00,5.13,4.82441,6.334
1277,KLAC.OQ,2022-01-27 16:05:00+00:00,5.59,5.44879,2.592
1278,KLAC.OQ,2021-10-27 16:05:00+00:00,4.64,4.51681,2.727
1279,AME.N,2023-02-02 06:55:00+00:00,1.52,1.4706,3.359
1280,AME.N,2022-11-01 06:58:00+00:00,1.45,1.37093,5.768
1281,AME.N,2022-08-02 06:55:00+00:00,1.38,1.28988,6.987
1282,AME.N,2022-05-03 06:55:00+00:00,1.33,1.27431,4.37
1283,AME.N,2022-02-03 06:55:00+00:00,1.37,1.3,5.385
1284,AME.N,2021-11-02 06:55:00+00:00,1.26,1.18215,6.586
1285,NUE.N,2023-01-26 08:00:00+00:00,4.89,4.19213,16.647
1286,NUE.N,2022-10-20 08:00:00+00:00,6.5,6.7295,-3.41
1287,NUE.N,2022-07-21 08:00:00+00:00,9.67,8.85463,9.208
1288,NUE.N,2022-04-21 08:00:00+00:00,7.67,7.2872,5.253
1289,NUE.N,2022-01-27 08:00:00+00:00,7.97,7.91073,0.749
1290,NUE.N,2021-10-21 08:00:00+00:00,7.28,7.2846,-0.063
1291,D.N,2023-02-08 07:35:00+00:00,1.06,1.03929,1.993
1292,D.N,2022-11-04 07:30:00+00:00,1.11,1.07621,3.14
1293,D.N,2022-08-08 07:30:00+00:00,0.77,0.76007,1.307
1294,D.N,2022-05-05 07:30:00+00:00,1.18,1.1736,0.545
1295,D.N,2022-02-11 07:30:00+00:00,0.9,0.9086,-0.947
1296,D.N,2021-11-05 07:30:00+00:00,1.11,1.06239,4.481
1297,SJM.N,2022-11-21 07:00:00+00:00,2.4,2.19309,9.435
1298,SJM.N,2022-08-23 07:00:00+00:00,1.67,1.27233,31.255
1299,SJM.N,2022-06-07 07:00:00+00:00,2.23,1.87957,18.644
1300,SJM.N,2022-03-01 07:00:00+00:00,2.33,2.08829,11.575
1301,SJM.N,2021-11-23 07:00:00+00:00,2.43,2.04546,18.8
1302,SJM.N,2021-08-26 07:00:00+00:00,1.9,1.86417,1.922
1303,EMR.N,2023-02-08 06:57:00+00:00,0.78,0.87363,-10.717
1304,EMR.N,2022-10-31 06:32:00+00:00,1.53,1.38273,10.651
1305,EMR.N,2022-08-09 06:55:00+00:00,1.38,1.2981,6.309
1306,EMR.N,2022-05-04 06:55:00+00:00,1.29,1.18091,9.238
1307,EMR.N,2022-02-02 06:55:00+00:00,1.05,0.99296,5.744
1308,EMR.N,2021-11-03 06:55:00+00:00,1.21,1.1827,2.308
1309,DVA.N,2022-10-28 06:30:00+00:00,1.13,1.76717,-36.056
1310,DVA.N,2022-08-01 16:05:00+00:00,2.3,2.0888,10.111
1311,DVA.N,2022-05-05 16:05:00+00:00,1.61,1.867,-13.765
1312,DVA.N,2022-02-10 16:05:00+00:00,2.02,1.79857,12.311
1313,DVA.N,2021-10-28 16:05:00+00:00,2.36,2.2545,4.68
1314,DVA.N,2021-08-03 16:05:00+00:00,2.64,2.17429,21.419
1315,CMS.N,2023-02-02 07:00:00+00:00,0.6,0.38982,53.917
1316,CMS.N,2022-10-27 07:00:00+00:00,0.56,0.54679,2.416
1317,CMS.N,2022-07-28 08:00:00+00:00,0.53,0.50207,5.564
1318,CMS.N,2022-05-03 07:30:00+00:00,1.2,1.11553,7.572
1319,CMS.N,2022-02-03 08:00:00+00:00,0.47,0.43992,6.837
1320,CMS.N,2021-10-28 08:00:00+00:00,0.54,0.53609,0.729
1321,HPE.N,2022-11-29 16:05:00+00:00,0.57,0.56238,1.355
1322,HPE.N,2022-08-30 16:05:00+00:00,0.48,0.47961,0.081
1323,HPE.N,2022-06-01 16:05:00+00:00,0.44,0.45219,-2.696
1324,HPE.N,2022-03-01 16:05:00+00:00,0.53,0.46056,15.077
1325,HPE.N,2021-11-30 16:05:00+00:00,0.52,0.48332,7.589
1326,HPE.N,2021-09-02 16:05:00+00:00,0.47,0.42422,10.792
1327,RHI.N,2023-01-26 16:06:00+00:00,1.37,1.36167,0.612
1328,RHI.N,2022-10-20 16:05:00+00:00,1.53,1.63075,-6.178
1329,RHI.N,2022-07-21 16:05:00+00:00,1.6,1.58842,0.729
1330,RHI.N,2022-04-26 16:05:00+00:00,1.52,1.45983,4.122
1331,RHI.N,2022-01-27 16:15:00+00:00,1.51,1.446,4.426
1332,RHI.N,2021-10-21 16:15:00+00:00,1.53,1.40325,9.033
1333,BDX.N,2023-02-02 06:30:00+00:00,2.98,2.682,11.111
1334,BDX.N,2022-11-10 06:30:00+00:00,2.75,2.7425,0.274
1335,BDX.N,2022-08-04 06:30:00+00:00,2.66,2.49808,6.482
1336,BDX.N,2022-05-05 06:30:00+00:00,3.18,2.98914,6.385
1337,BDX.N,2022-02-03 06:30:00+00:00,3.64,2.85264,27.601
1338,BDX.N,2021-11-04 06:00:00+00:00,2.59,2.45606,5.453
1339,AAP.N,2022-11-15 16:30:00+00:00,2.84,3.3359,-14.866
1340,AAP.N,2022-08-23 16:29:00+00:00,3.74,3.75985,-0.528
1341,AAP.N,2022-05-23 08:00:00+00:00,3.57,3.5913,-0.593
1342,AAP.N,2022-02-14 16:45:00+00:00,2.07,1.96985,5.084
1343,AAP.N,2021-11-15 16:30:00+00:00,3.21,2.8715,11.788
1344,AAP.N,2021-08-24 06:30:00+00:00,3.4,3.04337,11.718
1345,MGM.N,2023-02-08 16:15:00+00:00,-1.53,-1.35767,-12.693
1346,MGM.N,2022-11-02 16:34:00+00:00,-1.39,0.23791,-684.257
1347,MGM.N,2022-08-03 16:40:00+00:00,0.03,0.23225,-87.083
1348,MGM.N,2022-05-02 16:15:00+00:00,0.01,-0.0885,111.299
1349,MGM.N,2022-02-09 16:15:00+00:00,0.12,0.02078,477.478
1350,MGM.N,2021-11-03 17:35:00+00:00,0.03,-0.01371,318.75
1351,ALGN.OQ,2023-02-01 16:41:00+00:00,1.73,1.56,10.897
1352,ALGN.OQ,2022-10-26 16:01:00+00:00,1.36,2.18111,-37.646
1353,ALGN.OQ,2022-07-27 16:11:00+00:00,2.0,2.227,-10.193
1354,ALGN.OQ,2022-04-27 16:00:00+00:00,2.13,2.22327,-4.195
1355,ALGN.OQ,2022-02-02 16:00:00+00:00,2.83,2.71318,4.306
1356,ALGN.OQ,2021-10-27 16:05:00+00:00,2.87,2.59791,10.473
1357,SRE.N,2022-11-03 06:55:00+00:00,1.97,1.79071,10.012
1358,SRE.N,2022-08-04 06:55:00+00:00,1.98,1.75933,12.543
1359,SRE.N,2022-05-05 06:55:00+00:00,2.91,2.76725,5.159
1360,SRE.N,2022-02-25 06:55:00+00:00,2.16,1.99956,8.024
1361,SRE.N,2021-11-05 06:55:00+00:00,1.7,1.70244,-0.143
1362,SRE.N,2021-08-05 06:55:00+00:00,1.63,1.589,2.58
1363,REGN.OQ,2023-02-03 06:30:00+00:00,12.56,10.03024,25.221
1364,REGN.OQ,2022-11-03 06:30:00+00:00,11.14,9.47619,17.558
1365,REGN.OQ,2022-08-03 06:30:00+00:00,9.77,8.84222,10.493
1366,REGN.OQ,2022-05-04 06:30:00+00:00,8.93,9.7375,-8.293
1367,REGN.OQ,2022-02-04 06:30:00+00:00,21.32,18.346,16.211
1368,REGN.OQ,2021-11-04 06:31:00+00:00,14.37,10.10438,42.216
1369,EFX.N,2023-02-08 16:36:00+00:00,1.52,1.48739,2.192
1370,EFX.N,2022-10-19 16:26:00+00:00,1.73,1.62535,6.438
1371,EFX.N,2022-07-20 16:52:00+00:00,2.09,2.00174,4.409
1372,EFX.N,2022-04-20 16:20:00+00:00,2.22,2.14053,3.713
