,Instrument,Date,Earnings Per Share - Actual,Earnings Per Share - Mean,Earnings Per Share - Actual Surprise
2421,XEL.OQ,2022-10-27 06:00:00+00:00,1.18,1.22027,-3.3
2422,XEL.OQ,2022-07-28 06:00:00+00:00,0.6,0.60236,-0.392
2423,XEL.OQ,2022-04-28 06:05:00+00:00,0.7,0.67946,3.023
2424,XEL.OQ,2022-01-27 06:00:00+00:00,0.58,0.57683,0.55
2425,XEL.OQ,2021-10-28 06:00:00+00:00,1.13,1.18046,-4.275
2426,HSIC.OQ,2023-02-16 06:30:00+00:00,1.21,1.21125,-0.103
2427,HSIC.OQ,2022-11-01 06:30:00+00:00,1.09,1.13608,-4.056
2428,HSIC.OQ,2022-08-02 06:30:00+00:00,1.16,1.16008,-0.007
2429,HSIC.OQ,2022-05-03 06:30:00+00:00,1.3,1.18808,9.42
2430,HSIC.OQ,2022-02-15 06:30:00+00:00,1.07,0.90692,17.982
2431,HSIC.OQ,2021-11-02 06:41:00+00:00,1.1,0.94909,15.901
2432,ITW.N,2023-02-02 08:00:00+00:00,2.95,2.57711,14.469
2433,ITW.N,2022-10-25 08:00:00+00:00,2.35,2.25121,4.388
2434,ITW.N,2022-08-02 08:00:00+00:00,2.37,2.20339,7.562
2435,ITW.N,2022-05-03 08:00:00+00:00,2.11,2.06516,2.171
2436,ITW.N,2022-02-03 08:00:00+00:00,1.95,1.90335,2.451
2437,ITW.N,2021-10-28 08:00:00+00:00,1.96,2.0101,-2.492
2438,WST.N,2023-02-16 06:00:00+00:00,1.77,1.37625,28.61
2439,WST.N,2022-10-27 06:00:00+00:00,2.03,2.12,-4.245
2440,WST.N,2022-07-28 06:00:00+00:00,2.47,2.21333,11.596
2441,WST.N,2022-04-28 07:55:00+00:00,2.3,2.12333,8.32
2442,WST.N,2022-02-17 06:00:00+00:00,2.04,1.915,6.527
2443,WST.N,2021-10-28 06:03:00+00:00,2.06,1.79667,14.657
2444,ALK.N,2023-01-26 06:00:00+00:00,0.92,0.93693,-1.807
2445,ALK.N,2022-10-20 06:00:00+00:00,2.53,2.39258,5.744
2446,ALK.N,2022-07-21 06:00:00+00:00,2.19,1.96573,11.409
2447,ALK.N,2022-04-21 06:00:00+00:00,-1.33,-1.50421,11.582
2448,ALK.N,2022-01-27 06:00:00+00:00,0.24,0.22314,7.556
2449,ALK.N,2021-10-21 06:00:00+00:00,1.47,1.29514,13.501
2450,DFS.N,2023-01-18 16:17:00+00:00,3.77,3.65595,3.12
2451,DFS.N,2022-10-24 16:35:00+00:00,3.54,3.72332,-4.924
2452,DFS.N,2022-07-20 17:31:00+00:00,3.96,3.78484,4.628
2453,DFS.N,2022-04-27 16:19:00+00:00,4.22,3.61745,16.657
2454,DFS.N,2022-01-19 16:20:00+00:00,3.64,3.687,-1.275
2455,DFS.N,2021-10-20 16:21:00+00:00,3.54,3.52995,0.285
2456,APTV.N,2023-02-02 06:45:00+00:00,1.27,1.2167,4.381
2457,APTV.N,2022-11-03 06:45:00+00:00,1.28,0.99419,28.748
2458,APTV.N,2022-08-04 06:45:00+00:00,0.22,0.57926,-62.021
2459,APTV.N,2022-05-05 07:08:00+00:00,0.63,0.6098,3.313
2460,APTV.N,2022-02-03 06:45:00+00:00,0.56,0.55377,1.125
2461,APTV.N,2021-11-04 06:45:00+00:00,0.38,0.37209,2.126
2462,MPC.N,2023-01-31 06:40:00+00:00,6.65,5.66669,17.353
2463,MPC.N,2022-11-01 06:25:00+00:00,7.81,7.068,10.498
2464,MPC.N,2022-08-02 06:40:00+00:00,10.61,8.04481,31.886
2465,MPC.N,2022-05-03 06:40:00+00:00,1.49,1.1056,34.769
2466,MPC.N,2022-02-02 06:10:00+00:00,1.3,0.55547,134.036
2467,MPC.N,2021-11-02 06:05:00+00:00,0.73,0.70618,3.373
2468,PGR.N,2023-01-25 08:21:00+00:00,1.52,1.42706,6.513
2469,PGR.N,2022-10-13 09:02:00+00:00,0.49,0.88617,-44.706
2470,PGR.N,2022-07-15 08:17:00+00:00,1.07,0.92928,15.143
2471,PGR.N,2022-05-02 10:16:00+00:00,1.1,1.15356,-4.643
2472,PGR.N,2022-01-26 08:22:00+00:00,0.9,0.996,-9.639
2473,PGR.N,2021-10-14 08:14:00+00:00,0.14,0.21143,-33.784
2474,ZION.OQ,2023-01-23 16:10:00+00:00,1.84,1.64305,11.987
2475,ZION.OQ,2022-10-24 16:10:00+00:00,1.4,1.5769,-11.218
2476,ZION.OQ,2022-07-26 16:10:00+00:00,1.29,1.3481,-4.31
2477,ZION.OQ,2022-04-25 16:10:00+00:00,1.27,1.15281,10.166
2478,ZION.OQ,2022-01-24 16:10:00+00:00,1.34,1.30986,2.301
2479,ZION.OQ,2021-10-18 16:10:00+00:00,1.45,1.3455,7.767
2480,ICE.N,2023-02-02 07:30:00+00:00,1.25,1.26023,-0.812
2481,ICE.N,2022-11-03 07:35:00+00:00,1.31,1.26708,3.387
2482,ICE.N,2022-08-04 07:30:00+00:00,1.32,1.26683,4.197
2483,ICE.N,2022-05-05 07:35:00+00:00,1.43,1.42067,0.657
2484,ICE.N,2022-02-03 07:32:00+00:00,1.34,1.31907,1.587
2485,ICE.N,2021-10-28 07:30:00+00:00,1.3,1.22286,6.308
2486,KMB.N,2023-01-25 07:30:00+00:00,1.54,1.51143,1.89
2487,KMB.N,2022-10-25 07:30:00+00:00,1.4,1.44443,-3.076
2488,KMB.N,2022-07-26 07:30:00+00:00,1.34,1.3175,1.708
2489,KMB.N,2022-04-22 07:30:00+00:00,1.35,1.22639,10.079
2490,KMB.N,2022-01-26 07:30:00+00:00,1.3,1.23969,4.865
2491,KMB.N,2021-10-25 07:30:00+00:00,1.62,1.65062,-1.855
2492,SWKS.OQ,2023-02-06 16:04:00+00:00,2.59,2.61368,-0.906
2493,SWKS.OQ,2022-11-03 16:01:00+00:00,3.02,2.89938,4.16
2494,SWKS.OQ,2022-08-04 16:02:00+00:00,2.44,2.35354,3.674
2495,SWKS.OQ,2022-05-03 16:02:00+00:00,2.63,2.62974,0.01
2496,SWKS.OQ,2022-02-03 16:02:00+00:00,3.14,3.10048,1.275
2497,SWKS.OQ,2021-11-04 16:09:00+00:00,2.62,2.53268,3.448
2498,EL.N,2023-02-02 06:45:00+00:00,1.54,1.29632,18.798
2499,EL.N,2022-11-02 06:45:00+00:00,1.37,1.30835,4.712
2500,EL.N,2022-08-18 06:44:00+00:00,0.42,0.3258,28.913
2501,EL.N,2022-05-03 06:30:00+00:00,1.9,1.67336,13.544
2502,EL.N,2022-02-03 06:45:00+00:00,3.01,2.63727,14.133
2503,EL.N,2021-11-02 06:45:00+00:00,1.89,1.69832,11.286
2504,TSLA.OQ,2023-01-25 16:12:00+00:00,1.19,1.12742,5.551
2505,TSLA.OQ,2022-10-19 16:07:00+00:00,1.05,0.99337,5.701
2506,TSLA.OQ,2022-07-20 16:07:00+00:00,0.75667,0.6048,25.111
2507,TSLA.OQ,2022-04-20 16:09:00+00:00,1.07333,0.75289,42.561
2508,TSLA.OQ,2022-01-26 16:07:00+00:00,0.84667,0.79021,7.145
2509,TSLA.OQ,2021-10-20 16:08:00+00:00,0.62,0.53138,16.678
2510,EXR.N,2022-11-01 16:10:00+00:00,1.65,1.59167,3.665
2511,EXR.N,2022-08-02 16:10:00+00:00,1.64,1.46875,11.66
2512,EXR.N,2022-05-03 16:10:00+00:00,1.51,1.3525,11.645
2513,EXR.N,2022-02-23 16:17:00+00:00,2.0,1.39625,43.241
2514,EXR.N,2021-10-27 16:12:00+00:00,1.4,1.21833,14.911
2515,EXR.N,2021-07-27 16:10:00+00:00,1.25,1.07667,16.099
2516,SPGI.N,2023-02-09 07:10:00+00:00,2.54,2.47677,2.553
2517,SPGI.N,2022-10-27 07:10:00+00:00,2.93,2.79441,4.852
2518,SPGI.N,2022-08-02 07:10:00+00:00,2.81,2.93518,-4.265
2519,SPGI.N,2022-05-03 07:10:00+00:00,2.89,2.98419,-3.156
2520,SPGI.N,2022-02-08 07:10:00+00:00,3.15,3.1325,0.559
2521,SPGI.N,2021-10-26 07:10:00+00:00,3.54,3.1466,12.502
2522,ADBE.OQ,2022-12-15 16:05:00+00:00,3.6,3.50304,2.768
2523,ADBE.OQ,2022-09-15 08:00:00+00:00,3.4,3.33383,1.985
2524,ADBE.OQ,2022-06-16 16:05:00+00:00,3.35,3.30925,1.231
2525,ADBE.OQ,2022-03-22 16:05:00+00:00,3.37,3.34354,0.791
2526,ADBE.OQ,2021-12-16 08:05:00+00:00,3.2,3.19715,0.089
2527,ADBE.OQ,2021-09-21 16:08:00+00:00,3.11,3.01148,3.272
2528,ADSK.OQ,2022-11-22 16:01:00+00:00,1.7,1.7012,-0.071
2529,ADSK.OQ,2022-08-24 16:01:00+00:00,1.65,1.57367,4.85
2530,ADSK.OQ,2022-05-26 16:01:00+00:00,1.43,1.34133,6.611
2531,ADSK.OQ,2022-02-24 16:01:00+00:00,1.5,1.4381,4.304
2532,ADSK.OQ,2021-11-23 16:01:00+00:00,1.331,1.25505,6.052
2533,ADSK.OQ,2021-08-25 16:05:00+00:00,1.21,1.1275,7.317
2534,WRK.N,2023-02-01 06:30:00+00:00,0.55,0.60444,-9.007
2535,WRK.N,2022-11-10 06:30:00+00:00,1.43,1.41509,1.054
2536,WRK.N,2022-08-04 06:30:00+00:00,1.54,1.47936,4.099
2537,WRK.N,2022-05-05 06:36:00+00:00,1.17,1.01536,15.23
2538,WRK.N,2022-02-03 06:30:00+00:00,0.65,0.63675,2.081
2539,WRK.N,2021-11-09 06:30:00+00:00,1.23,1.14092,7.808
2540,WHR.N,2023-01-30 16:05:00+00:00,3.89,3.25186,19.624
2541,WHR.N,2022-10-20 16:05:00+00:00,4.49,5.342,-15.949
2542,WHR.N,2022-07-25 16:05:00+00:00,5.97,5.24213,13.885
2543,WHR.N,2022-04-25 16:05:00+00:00,5.31,5.36143,-0.959
2544,WHR.N,2022-01-26 16:10:00+00:00,6.14,5.88857,4.27
2545,WHR.N,2021-10-21 16:05:00+00:00,6.68,6.11571,9.227
2546,FOXA.OQ,2023-02-08 08:00:00+00:00,0.48,0.48374,-0.773
2547,FOXA.OQ,2022-11-01 08:00:00+00:00,1.21,1.14282,5.878
2548,FOXA.OQ,2022-08-10 08:00:00+00:00,0.74,0.75445,-1.915
2549,FOXA.OQ,2022-05-10 08:00:00+00:00,0.81,0.87791,-7.735
2550,FOXA.OQ,2022-02-09 08:01:00+00:00,0.13,0.03285,295.738
2551,FOXA.OQ,2021-11-03 16:05:00+00:00,1.11,1.03313,7.441
2552,TT.N,2023-02-02 07:14:00+00:00,1.82,1.64376,10.722
2553,TT.N,2022-11-02 06:58:00+00:00,2.27,2.1185,7.151
2554,TT.N,2022-08-03 06:30:00+00:00,2.16,2.10081,2.818
2555,TT.N,2022-05-04 09:41:00+00:00,1.12,0.98805,13.355
2556,TT.N,2022-01-31 07:27:00+00:00,1.36,1.31455,3.458
2557,TT.N,2021-11-03 06:30:00+00:00,1.8,1.84376,-2.373
2558,TSN.N,2023-02-06 06:55:00+00:00,0.85,1.33611,-36.383
2559,TSN.N,2022-11-14 06:55:00+00:00,1.63,1.7285,-5.699
2560,TSN.N,2022-08-08 07:00:00+00:00,1.94,1.97791,-1.917
2561,TSN.N,2022-05-09 07:30:00+00:00,2.29,1.90818,20.01
2562,TSN.N,2022-02-07 07:30:00+00:00,2.87,1.9028,50.83
2563,TSN.N,2021-11-15 07:30:00+00:00,2.3,2.0275,13.44
2564,AKAM.OQ,2023-02-14 16:01:00+00:00,1.37,1.27317,7.605
2565,AKAM.OQ,2022-11-08 16:01:00+00:00,1.26,1.22318,3.01
2566,AKAM.OQ,2022-08-09 16:00:00+00:00,1.35,1.3058,3.385
2567,AKAM.OQ,2022-05-03 16:01:00+00:00,1.39,1.42012,-2.121
2568,AKAM.OQ,2022-02-15 16:03:00+00:00,1.49,1.41871,5.025
2569,AKAM.OQ,2021-11-02 16:01:00+00:00,1.45,1.3858,4.633
2570,LUV.N,2023-01-26 06:33:00+00:00,-0.38,-0.11623,-226.938
2571,LUV.N,2022-10-27 06:42:00+00:00,0.5,0.42371,18.005
2572,LUV.N,2022-07-28 06:45:00+00:00,1.3,1.185,9.705
2573,LUV.N,2022-04-28 06:45:00+00:00,-0.32,-0.30441,-5.121
2574,LUV.N,2022-01-27 06:32:00+00:00,0.14,0.06794,106.064
2575,LUV.N,2021-10-21 06:32:00+00:00,-0.23,-0.27312,15.788
2576,INVH.N,2023-02-15 16:15:00+00:00,0.16,0.14875,7.563
2577,INVH.N,2022-10-26 16:15:00+00:00,0.13,0.155,-16.129
2578,INVH.N,2022-07-27 16:15:00+00:00,0.18,0.15222,18.25
2579,INVH.N,2022-04-27 16:15:00+00:00,0.15,0.1425,5.263
2580,INVH.N,2022-02-15 16:15:00+00:00,0.12,0.12375,-3.03
2581,INVH.N,2021-10-27 16:54:00+00:00,0.12,0.09625,24.675
2582,TSCO.OQ,2023-01-26 06:00:00+00:00,2.43,2.34796,3.494
2583,TSCO.OQ,2022-10-20 06:20:00+00:00,2.1,2.07346,1.28
2584,TSCO.OQ,2022-07-21 07:00:00+00:00,3.53,3.50708,0.654
2585,TSCO.OQ,2022-04-21 06:55:00+00:00,1.65,1.41527,16.586
2586,TSCO.OQ,2022-01-27 06:17:00+00:00,1.93,1.84969,4.342
2587,TSCO.OQ,2021-10-21 07:05:00+00:00,1.95,1.65841,17.583
2588,AON.N,2023-02-03 06:00:00+00:00,3.89,3.65489,6.433
2589,AON.N,2022-10-28 06:00:00+00:00,2.02,1.99471,1.268
2590,AON.N,2022-07-29 06:00:00+00:00,2.63,2.55633,2.882
2591,AON.N,2022-04-29 06:00:00+00:00,4.83,4.81167,0.381
2592,AON.N,2022-02-04 06:00:00+00:00,3.71,3.3494,10.766
2593,AON.N,2021-10-29 06:00:00+00:00,1.74,1.70429,2.095
2594,AMZN.OQ,2023-02-02 16:01:00+00:00,0.25,0.17536,42.564
2595,AMZN.OQ,2022-10-27 16:01:00+00:00,0.17,0.2154,-21.077
2596,AMZN.OQ,2022-07-28 16:01:00+00:00,0.18,0.14412,24.897
2597,AMZN.OQ,2022-04-28 16:01:00+00:00,0.369,0.41788,-11.698
2598,AMZN.OQ,2022-02-03 16:03:00+00:00,0.29,0.17848,62.481
2599,AMZN.OQ,2021-10-28 16:01:00+00:00,0.306,0.44597,-31.385
2600,MS.N,2023-01-17 07:30:00+00:00,1.26,1.19188,5.715
2601,MS.N,2022-10-14 05:10:00+00:00,1.47,1.48626,-1.094
2602,MS.N,2022-07-14 07:30:00+00:00,1.39,1.53075,-9.195
2603,MS.N,2022-04-14 07:30:00+00:00,2.02,1.68479,19.896
2604,MS.N,2022-01-19 07:30:00+00:00,2.01,1.9099,5.241
2605,MS.N,2021-10-14 07:30:00+00:00,1.98,1.6846,17.535
2606,BRKb.N,2022-11-05 08:13:00+00:00,3.53,2.66667,32.375
2607,BRKb.N,2022-08-08 06:26:00+00:00,4.21,3.32667,26.553
2608,BRKb.N,2022-04-30 08:00:00+00:00,3.18,2.8,13.571
2609,BRKb.N,2022-02-28 06:32:00+00:00,3.27,2.88333,13.411
2610,BRKb.N,2021-11-07 23:51:00+00:00,2.87,2.98667,-3.906
2611,BRKb.N,2021-08-07 08:09:00+00:00,2.93,2.6,12.692
2612,GOOG.OQ,2023-02-02 16:02:00+00:00,1.05,1.18836,-11.643
2613,GOOG.OQ,2022-10-25 16:02:00+00:00,1.06,1.24839,-15.09
2614,GOOG.OQ,2022-07-26 16:02:00+00:00,1.21,1.29523,-6.581
2615,GOOG.OQ,2022-04-26 16:09:00+00:00,1.231,1.29361,-4.84
2616,GOOG.OQ,2022-02-01 16:02:00+00:00,1.5345,1.3756,11.551
2617,GOOG.OQ,2021-10-26 16:00:00+00:00,1.3995,1.17365,19.244
2618,KR.N,2022-12-01 07:15:00+00:00,0.88,0.82111,7.172
2619,KR.N,2022-09-09 08:20:00+00:00,0.9,0.82653,8.889
2620,KR.N,2022-06-16 08:09:00+00:00,1.45,1.29744,11.759
2621,KR.N,2022-03-03 08:00:00+00:00,0.91,0.7366,23.541
2622,KR.N,2021-12-02 08:00:00+00:00,0.78,0.66285,17.674
2623,KR.N,2021-09-10 08:00:00+00:00,0.8,0.64222,24.568
2624,BKNG.OQ,2022-11-02 17:20:00+00:00,53.03,49.91736,6.236
2625,BKNG.OQ,2022-08-03 16:24:00+00:00,19.08,17.48382,9.13
2626,BKNG.OQ,2022-05-04 16:02:00+00:00,3.9,0.897,334.783
2627,BKNG.OQ,2022-02-23 16:02:00+00:00,15.83,13.64046,16.052
2628,BKNG.OQ,2021-11-03 16:00:00+00:00,37.7,32.89663,14.601
2629,BKNG.OQ,2021-08-04 16:02:00+00:00,-2.55,-2.043,-24.816
2630,STZ.N,2023-01-05 07:30:00+00:00,2.83,2.89488,-2.241
2631,STZ.N,2022-10-06 07:30:00+00:00,3.17,2.80969,12.824
2632,STZ.N,2022-06-30 07:00:00+00:00,2.66,2.512,5.892
2633,STZ.N,2022-04-07 07:30:00+00:00,2.37,2.10419,12.632
2634,STZ.N,2022-01-06 07:30:00+00:00,3.12,2.76306,12.918
2635,STZ.N,2021-10-06 07:30:00+00:00,2.38,2.77081,-14.105
2636,WBD.OQ,2022-11-03 16:01:00+00:00,-0.95,-0.2095,-353.461
2637,WBD.OQ,2022-08-04 16:09:00+00:00,0.82,0.02111,3784.211
2638,WBD.OQ,2022-04-26 07:00:00+00:00,0.69,0.04,1625.0
2639,WBD.OQ,2022-02-24 07:02:00+00:00,0.08,0.82853,-90.344
2640,WBD.OQ,2021-11-03 07:02:00+00:00,0.24,0.40615,-40.909
2641,WBD.OQ,2021-08-03 07:00:00+00:00,0.89,0.86043,3.437
2642,ABBV.N,2023-02-09 07:44:00+00:00,3.6,3.55912,1.149
2643,ABBV.N,2022-10-28 07:44:00+00:00,3.66,3.5732,2.429
2644,ABBV.N,2022-07-29 07:41:00+00:00,3.37,3.31413,1.686
2645,ABBV.N,2022-04-29 07:52:00+00:00,3.24,3.14163,3.131
2646,ABBV.N,2022-02-02 07:43:00+00:00,3.31,3.28575,0.738
2647,ABBV.N,2021-10-29 07:40:00+00:00,3.33,3.22292,3.323
2648,STLD.OQ,2023-01-25 16:30:00+00:00,4.37,3.79463,15.163
2649,STLD.OQ,2022-10-19 16:30:00+00:00,5.46,5.09313,7.203
2650,STLD.OQ,2022-07-20 16:30:00+00:00,6.73,6.049,11.258
2651,STLD.OQ,2022-04-20 16:30:00+00:00,6.02,5.66113,6.339
2652,STLD.OQ,2022-01-24 16:30:00+00:00,5.78,5.72289,0.998
2653,STLD.OQ,2021-10-18 16:30:00+00:00,4.96,4.76644,4.061
2654,MA.N,2023-01-26 08:00:00+00:00,2.65,2.57676,2.842
2655,MA.N,2022-10-27 08:01:00+00:00,2.68,2.56379,4.533
2656,MA.N,2022-07-28 08:03:00+00:00,2.56,2.35783,8.574
2657,MA.N,2022-04-28 08:00:00+00:00,2.76,2.1673,27.347
2658,MA.N,2022-01-27 08:01:00+00:00,2.35,2.2093,6.369
2659,MA.N,2021-10-28 08:01:00+00:00,2.37,2.19414,8.015
2660,XOM.N,2023-01-31 06:31:00+00:00,3.4,3.29491,3.19
2661,XOM.N,2022-10-28 06:26:00+00:00,4.45,3.79259,17.334
2662,XOM.N,2022-07-29 06:30:00+00:00,4.14,3.73744,10.771
2663,XOM.N,2022-04-29 06:30:00+00:00,2.07,2.12235,-2.467
2664,XOM.N,2022-02-01 07:35:00+00:00,2.05,1.93762,5.8
2665,XOM.N,2021-10-29 07:35:00+00:00,1.58,1.5586,1.373
2666,SWK.N,2023-02-02 06:00:00+00:00,-0.1,-0.31413,68.166
2667,SWK.N,2022-10-27 06:22:00+00:00,0.76,0.7035,8.031
2668,SWK.N,2022-07-28 06:00:00+00:00,1.77,2.11529,-16.324
2669,SWK.N,2022-04-28 06:00:00+00:00,2.1,1.69857,23.633
2670,SWK.N,2022-02-01 06:00:00+00:00,2.43,2.05067,18.498
2671,SWK.N,2021-10-28 06:00:00+00:00,2.77,2.47313,12.004
2672,HRL.N,2022-11-30 06:30:00+00:00,0.51,0.49827,2.354
2673,HRL.N,2022-09-01 06:30:00+00:00,0.4,0.4091,-2.224
2674,HRL.N,2022-06-02 06:30:00+00:00,0.48,0.469,2.345
2675,HRL.N,2022-03-01 06:30:00+00:00,0.44,0.43682,0.728
2676,HRL.N,2021-12-09 06:33:00+00:00,0.51,0.4985,2.307
2677,HRL.N,2021-09-02 06:30:00+00:00,0.39,0.39125,-0.32
2678,INTC.OQ,2023-01-26 16:01:00+00:00,0.1,0.20286,-50.705
2679,INTC.OQ,2022-10-27 16:01:00+00:00,0.59,0.32473,81.689
2680,INTC.OQ,2022-07-28 16:00:00+00:00,0.29,0.69552,-58.305
2681,INTC.OQ,2022-04-28 16:00:00+00:00,0.87,0.80546,8.013
2682,INTC.OQ,2022-01-26 16:00:00+00:00,1.09,0.90559,20.364
2683,INTC.OQ,2021-10-21 16:10:00+00:00,1.71,1.10703,54.467
2684,TRMB.OQ,2023-02-08 06:55:00+00:00,0.6,0.61264,-2.063
2685,TRMB.OQ,2022-11-02 06:55:00+00:00,0.66,0.66092,-0.139
2686,TRMB.OQ,2022-08-05 06:55:00+00:00,0.64,0.62064,3.119
2687,TRMB.OQ,2022-05-05 06:55:00+00:00,0.73,0.675,8.148
2688,TRMB.OQ,2022-02-09 06:55:00+00:00,0.62,0.62577,-0.922
2689,TRMB.OQ,2021-11-03 16:05:00+00:00,0.66,0.59439,11.038
2690,WBA.OQ,2023-01-05 07:00:00+00:00,1.16,1.13954,1.796
2691,WBA.OQ,2022-10-13 07:00:00+00:00,0.8,0.77053,3.825
2692,WBA.OQ,2022-06-30 07:00:00+00:00,0.96,0.92273,4.039
2693,WBA.OQ,2022-03-31 07:00:00+00:00,1.59,1.39607,13.891
2694,WBA.OQ,2022-01-06 07:00:00+00:00,1.68,1.32743,26.56
2695,WBA.OQ,2021-10-14 07:00:00+00:00,1.17,1.0185,14.875
2696,OMC.N,2023-02-07 16:05:00+00:00,2.09,1.98414,5.335
2697,OMC.N,2022-10-18 16:05:00+00:00,1.77,1.6815,5.263
2698,OMC.N,2022-07-19 16:05:00+00:00,1.68,1.57075,6.955
2699,OMC.N,2022-04-19 16:05:00+00:00,1.39,1.30829,6.246
2700,OMC.N,2022-02-08 16:05:00+00:00,1.95,1.73111,12.645
2701,OMC.N,2021-10-19 16:05:00+00:00,1.65,1.3572,21.574
2702,GLW.N,2023-01-31 07:10:00+00:00,0.47,0.44173,6.4
2703,GLW.N,2022-10-25 07:10:00+00:00,0.51,0.51133,-0.26
2704,GLW.N,2022-07-26 07:15:00+00:00,0.57,0.56458,0.96
2705,GLW.N,2022-04-26 07:26:00+00:00,0.54,0.49642,8.779
2706,GLW.N,2022-01-26 07:10:00+00:00,0.54,0.51915,4.016
2707,GLW.N,2021-10-26 07:18:00+00:00,0.56,0.57654,-2.869
2708,CRM.N,2022-11-30 16:04:00+00:00,1.4,1.21492,15.234
2709,CRM.N,2022-08-24 16:05:00+00:00,1.19,1.02117,16.533
2710,CRM.N,2022-05-31 16:05:00+00:00,0.98,0.93631,4.666
2711,CRM.N,2022-03-01 16:05:00+00:00,0.84,0.73881,13.696
2712,CRM.N,2021-11-30 16:05:00+00:00,1.27,0.92032,37.996
2713,CRM.N,2021-08-25 16:05:00+00:00,1.48,0.91744,61.319
2714,SBUX.OQ,2023-02-02 16:05:00+00:00,0.75,0.77107,-2.733
2715,SBUX.OQ,2022-11-03 16:05:00+00:00,0.81,0.72196,12.195
2716,SBUX.OQ,2022-08-02 16:09:00+00:00,0.84,0.75285,11.576
2717,SBUX.OQ,2022-05-03 16:09:00+00:00,0.59,0.59324,-0.546
2718,SBUX.OQ,2022-02-01 16:11:00+00:00,0.72,0.79659,-9.615
2719,SBUX.OQ,2021-10-28 16:08:00+00:00,1.0,0.99227,0.779
2720,ATO.N,2023-02-07 16:36:00+00:00,1.91,1.92571,-0.816
2721,ATO.N,2022-11-09 16:36:00+00:00,0.51,0.43175,18.124
2722,ATO.N,2022-08-03 16:36:00+00:00,0.92,0.84533,8.833
2723,ATO.N,2022-05-04 16:36:00+00:00,2.37,2.3517,0.778
2724,ATO.N,2022-02-08 16:36:00+00:00,1.86,1.85,0.541
2725,ATO.N,2021-11-10 16:36:00+00:00,0.37,0.34267,7.976
2726,ETR.N,2023-02-16 06:30:00+00:00,0.51,0.50908,0.181
2727,ETR.N,2022-11-02 06:30:00+00:00,2.84,2.65977,6.776
2728,ETR.N,2022-08-03 06:30:00+00:00,1.78,1.4028,26.889
2729,ETR.N,2022-04-27 06:30:00+00:00,1.32,1.34123,-1.583
2730,ETR.N,2022-02-23 06:30:00+00:00,0.76,0.69893,8.738
2731,ETR.N,2021-11-03 06:30:00+00:00,2.45,2.44694,0.125
2732,HAL.N,2023-01-24 06:45:00+00:00,0.72,0.66779,7.818
2733,HAL.N,2022-10-25 06:45:00+00:00,0.6,0.56188,6.784
2734,HAL.N,2022-07-19 06:45:00+00:00,0.49,0.44713,9.588
2735,HAL.N,2022-04-19 06:45:00+00:00,0.35,0.34364,1.851
2736,HAL.N,2022-01-24 06:45:00+00:00,0.36,0.3404,5.758
2737,HAL.N,2021-10-19 06:45:00+00:00,0.28,0.27531,1.704
2738,TFC.N,2023-01-19 05:45:00+00:00,1.3,1.28542,1.134
2739,TFC.N,2022-10-18 05:45:00+00:00,1.24,1.23589,0.333
2740,TFC.N,2022-07-19 05:45:00+00:00,1.2,1.1555,3.851
2741,TFC.N,2022-04-19 05:45:00+00:00,1.23,1.10183,11.633
2742,TFC.N,2022-01-18 05:45:00+00:00,1.38,1.25856,9.649
2743,TFC.N,2021-10-15 05:45:00+00:00,1.42,1.20667,17.679
2744,ATVI.OQ,2023-02-06 16:05:00+00:00,1.87,1.51123,23.74
2745,ATVI.OQ,2022-11-07 16:05:00+00:00,0.68,0.49813,36.511
2746,ATVI.OQ,2022-08-01 16:05:00+00:00,0.47,0.47967,-2.016
2747,ATVI.OQ,2022-04-25 07:31:00+00:00,0.38,0.70545,-46.134
2748,ATVI.OQ,2022-02-03 16:10:00+00:00,1.25,1.31192,-4.72
2749,ATVI.OQ,2021-11-02 16:05:00+00:00,0.72,0.69842,3.09
2750,TAP.N,2023-02-21 07:00:00+00:00,1.3,1.07094,21.389
2751,TAP.N,2022-11-01 07:00:00+00:00,1.32,1.3576,-2.77
2752,TAP.N,2022-08-02 07:12:00+00:00,1.19,1.18871,0.109
2753,TAP.N,2022-05-03 07:00:00+00:00,0.29,0.19238,50.743
2754,TAP.N,2022-02-23 07:00:00+00:00,0.81,0.85625,-5.402
2755,TAP.N,2021-10-28 07:00:00+00:00,1.75,1.52625,14.66
2756,ABT.N,2023-01-25 07:30:00+00:00,1.03,0.91774,12.232
2757,ABT.N,2022-10-19 07:31:00+00:00,1.15,0.9441,21.809
2758,ABT.N,2022-07-20 07:30:00+00:00,1.43,1.12733,26.848
2759,ABT.N,2022-04-20 07:30:00+00:00,1.73,1.46505,18.085
2760,ABT.N,2022-01-26 07:30:00+00:00,1.32,1.20606,9.447
2761,ABT.N,2021-10-20 07:30:00+00:00,1.4,0.9452,48.117
2762,V.N,2023-01-26 16:05:00+00:00,2.18,2.00942,8.489
2763,V.N,2022-10-25 16:05:00+00:00,1.93,1.86426,3.526
2764,V.N,2022-07-26 16:09:00+00:00,1.98,1.74635,13.379
2765,V.N,2022-04-26 16:05:00+00:00,1.79,1.64539,8.789
2766,V.N,2022-01-27 16:05:00+00:00,1.81,1.70246,6.317
2767,V.N,2021-10-26 16:10:00+00:00,1.62,1.54217,5.047
2768,YUM.N,2023-02-08 07:02:00+00:00,1.31,1.25946,4.013
